triple,sentence,shape,shape_type,size
Albert_II_of_Belgium Employer Washington_University_in_St. Louis Albert_II_of_Belgium Occupation nuclear_physicist Albert_II_of_Belgium PlaceOfBirth Michigan_City ,,unknown,unknown,3
Véronique_Colucci Employer University_of_Chicago Véronique_Colucci Occupation poet Véronique_Colucci ParticipantIn alpine_skiing_at_the_2002_Winter_Olympics_–_men's_combined ,,unknown,unknown,3
Gladwyn_Jebb NativeLanguage American_English Gladwyn_Jebb Sport association_football Gladwyn_Jebb WritingLanguage American_English ,,unknown,unknown,3
Mary_Everest_Boole Employer Catholic_University_of_Eichstätt-Ingolstadt Mary_Everest_Boole Occupation historian Mary_Everest_Boole ReligionOrWorldview humanism ,,unknown,unknown,3
Gladwyn_Jebb MannerOfDeath murder Gladwyn_Jebb NotableWork Bunnies_&_Burrows Gladwyn_Jebb Occupation senator_by_right ,,unknown,unknown,3
Nicolaus_Copernicus FieldOfWork Grand_Theatre_Poznań Nicolaus_Copernicus Occupation puppeteer Nicolaus_Copernicus PlaceOfBirth Toulouse ,,unknown,unknown,3
Emanuel_Biancucchi DateOfBirth 1961-01-05 Emanuel_Biancucchi PositionHeld Ancient_Roman_senator Emanuel_Biancucchi SocialClassification slaveholder ,,unknown,unknown,3
Philippe_Mexès Occupation association_football_player Philippe_Mexès PlaceOfBirth Indianapolis Philippe_Mexès WritingLanguage American_English ,,unknown,unknown,3
Salvador_Allende_Castro Occupation painter Salvador_Allende_Castro PlaceOfBirth Manziana Salvador_Allende_Castro PlaceOfBurial Temple_of_Minerva ,,unknown,unknown,3
Igor_of_Kiev Mass 72.0_kilogram Igor_of_Kiev ParticipantIn football_at_the_2012_Summer_Olympics_–_Men's_qualification_(AFC–CAF_play-off) Igor_of_Kiev PlaceOfBirth Lille ,,unknown,unknown,3
Emperor_Chengdy_of_Han DateOfDeath 1956-06-06 Emperor_Chengdy_of_Han PlaceOfBirth Enfield Emperor_Chengdy_of_Han PlaceOfDeath Cambridge ,,unknown,unknown,3
Henry_II_of_England Mass 72.0_kilogram Henry_II_of_England ParticipantIn 2012–13_Ligue_1 Henry_II_of_England PlaceOfBirth Lille ,,unknown,unknown,3
"Emperor_Shenzong_of_Western_Xia Mass 75.0_kilogram Emperor_Shenzong_of_Western_Xia Nickname ""Allegoriowitsch"" Emperor_Shenzong_of_Western_Xia Sport rugby ",,unknown,unknown,3
Emperor_Yuan_of_Jin Genre Western Emperor_Yuan_of_Jin NativeLanguage German Emperor_Yuan_of_Jin Occupation architect ,,unknown,unknown,3
Emperor_Xiaowu_of_Jin Occupation marathon_runner Emperor_Xiaowu_of_Jin ParticipantIn athletics_at_the_2012_Summer_Olympics_–_men's_400_metres Emperor_Xiaowu_of_Jin PlaceOfBirth Ntungamo_District ,,unknown,unknown,3
Leo_II NativeLanguage American_English Leo_II Occupation puppeteer Leo_II PlaceOfBirth Los_Angeles ,,unknown,unknown,3
Philippe_Mexès Employer California_State_University_Northridge Philippe_Mexès FieldOfWork differential_geometry Philippe_Mexès Occupation writer ,,unknown,unknown,3
Myrtle_Bachelder DateOfBirth 1896-08-13 Myrtle_Bachelder FieldOfWork film_direction Myrtle_Bachelder Occupation film_actor ,,unknown,unknown,3
Albert_II_Prince_of_Monaco DateOfBirth 1236-01-24 Albert_II_Prince_of_Monaco Occupation biophysicist Albert_II_Prince_of_Monaco PlaceOfBirth Porterville ,,unknown,unknown,3
Aden_Strong DateOfBirth 1982 Aden_Strong FieldOfWork physics Aden_Strong Occupation researcher ,,unknown,unknown,3
Solange_Mériaux Séchan Participant_in_/_2008_Summer_Olympics Solange_Mériaux Séchan Date_of_birth_/_1940-10-09 Solange_Mériaux Séchan Occupation_/_architect ,,unknown,unknown,3
Tory_Burch AcademicDegree Doctor_of_Music Tory_Burch FieldOfWork human_physiology Tory_Burch Occupation pianist ,,unknown,unknown,3
Liu_Hui Occupation dialectologist Liu_Hui PlaceOfBirth Plano Liu_Hui PositionHeld senator_by_right ,,unknown,unknown,3
Alfred_de_Musset DateOfDeath 1968-03-30 Alfred_de_Musset Genre lotus_effect Alfred_de_Musset PlaceOfDeath Bergfriedhof ,,unknown,unknown,3
Tolui DateOfBirth 1982-02-18 Tolui FieldOfWork music_composing Tolui Genre contemporary_R&B ,,unknown,unknown,3
José_Bové NativeLanguage Russian José_Bové Occupation discus_thrower José_Bové Sport rugby ,,unknown,unknown,3
Pierre-Joseph_Proudhon Occupation cardinal Pierre-Joseph_Proudhon PlaceOfDeath Brussels Pierre-Joseph_Proudhon ReligionOrWorldview Eastern_Orthodoxy ,,unknown,unknown,3
Ella_Fitzgerald Mass 96.0_kilogram Ella_Fitzgerald Occupation association_football_player Ella_Fitzgerald ParticipantIn 2004_Summer_Olympics ,,unknown,unknown,3
Miria_Contreras Mass 85.0_kilogram Miria_Contreras ParticipantIn athletics_at_the_2016_Summer_Olympics_–_men's_400_metres Miria_Contreras PlaceOfBirth Qingpu ,,unknown,unknown,3
Shante ParticipantIn 2010–11_Ligue_1 Shante PlaceOfBirth Paris Shante Sport rhythmic_gymnastics ,,unknown,unknown,3
Donald_Tusk Employer University_of_Minnesota Donald_Tusk Occupation Professor_Nnenna_Oti Donald_Tusk PlaceOfBirth Bafq ,,unknown,unknown,3
Jean_Bodel Employer University_of_Chicago Jean_Bodel FieldOfWork The_flipped_classroom Jean_Bodel PlaceOfBirth Rego_Park ,,unknown,unknown,3
Masashi_Kishimoto ParticipantIn 2008_Summer_Olympics Masashi_Kishimoto PlaceOfBirth Plano Masashi_Kishimoto Sport modern_pentathlon ,,unknown,unknown,3
Leo_II Mass 70.0_kilogram Leo_II ParticipantIn 2012_Summer_Olympics Leo_II Sport basketball ,,unknown,unknown,3
Charlie_Chaplin DateOfDeath 1986-01-13 Charlie_Chaplin Employer New_York_University Charlie_Chaplin FieldOfWork digital_technology ,,unknown,unknown,3
Horst_Köhler DateOfBirth 1985-03-28 Horst_Köhler Occupation discus_thrower Horst_Köhler Sport basketball ,,unknown,unknown,3
Masaya_Tokuhiro Occupation judge Masaya_Tokuhiro Occupation Italian_Minister_of_Transports Masaya_Tokuhiro PlaceOfDeath Khanbaliq ,,unknown,unknown,3
Franz_Ernst_Neumann DateOfBirth 1980-06-13 Franz_Ernst_Neumann ParticipantIn athletics_at_the_2012_Summer_Olympics_–_men's_marathon Franz_Ernst_Neumann Sport basketball ,,unknown,unknown,3
Anna_Koltovskaya Occupation association_football_player Anna_Koltovskaya ParticipantIn athletics_at_the_2012_Summer_Olympics_–_men's_100_metres Anna_Koltovskaya Sport modern_pentathlon ,,unknown,unknown,3
Publius_Flavius_Vegetius_Renatus Occupation judge Publius_Flavius_Vegetius_Renatus PlaceOfBirth Lubbock Publius_Flavius_Vegetius_Renatus WritingLanguage American_English ,,unknown,unknown,3
Mary_Sweeney Mass 80.0_kilogram Mary_Sweeney ParticipantIn beach_volleyball_at_the_2008_Summer_Olympics_–_women's_tournament Mary_Sweeney PlaceOfBirth Munich Mary_Sweeney Sport rhythmic_gymnastics ,,unknown,unknown,4
Maryana_Marrash DateOfBirth 1947-07-27 Maryana_Marrash Occupation publisher Maryana_Marrash ParticipantIn 2012_Summer_Olympics Maryana_Marrash Sport rhythmic_gymnastics ,,unknown,unknown,4
Suigedu DateOfBirth 2009-10-12 Suigedu Employer University_of_Chicago Suigedu FieldOfWork yellow_fever Suigedu Occupation bandleader ,,unknown,unknown,4
Ivan_IV_Vasilyevich DateOfBirth 1980-06-13 Ivan_IV_Vasilyevich Mass 83.0_kilogram Ivan_IV_Vasilyevich ParticipantIn athletics_at_the_1984_Summer_Olympics_–_men's_200_metres Ivan_IV_Vasilyevich PlaceOfBirth Fresach ,,unknown,unknown,4
Michel_Audiard HasChild Douglas_Adams Michel_Audiard PlaceOfBirth Arras Michel_Audiard PositionHeld President_of_Germany Michel_Audiard WorkLocation Orange ,,unknown,unknown,4
Joseph_Haydn DateOfBirth 2002-04-22 Joseph_Haydn HasChild Emilie_Timm Joseph_Haydn NumberOfChildren 3 Joseph_Haydn Spouse François_Hollande ,,unknown,unknown,4
Tom_Biss HasChild Yelu_Yanshounu Tom_Biss HasFather Maria_Wodzińska Tom_Biss HasMother Véronique_Colucci Tom_Biss Spouse Alfonso_VIII ,,unknown,unknown,4
Dante_Alighieri HasChild Xiao_Chuo Dante_Alighieri NominatedFor European_Film_Award_for_Best_Animated_Feature_Film Dante_Alighieri Occupation mime_artist Dante_Alighieri PlaceOfBirth Berlin ,,unknown,unknown,4
Emperor_Xizong_of_Jin Mass 125.0_kilogram Emperor_Xizong_of_Jin Occupation nuclear_physicist Emperor_Xizong_of_Jin ParticipantIn 2004_Summer_Olympics Emperor_Xizong_of_Jin PlaceOfBirth Vyborg ,,unknown,unknown,4
Tibors_de_Sarenom Occupation arachnologist Tibors_de_Sarenom ParticipantIn 2008_Summer_Olympics Tibors_de_Sarenom Sibling Maria_Wodzińska Maria_Wodzińska Sport Nordic_skiing ,,unknown,unknown,4
Sara_Elisabeth_Moræa Employer Philipp_Ludwig_von_Seidel Sara_Elisabeth_Moræa Occupation Goliard Sara_Elisabeth_Moræa PlaceOfBirth Mandelieu-la-Napoule Sara_Elisabeth_Moræa PlaceOfDeath Tourcoing ,,unknown,unknown,4
Leo_II DateOfBirth 1959-01-22 Leo_II ParticipantIn alpine_skiing_at_the_2002_Winter_Olympics_–_men's_combined Leo_II PlaceOfBirth Luján Leo_II Sport association_football ,,unknown,unknown,4
Barbra_Streisand HasChild Lena_Meyer-Landrut Barbra_Streisand PlaceOfBirth Beaurain Barbra_Streisand Relative Gerhard_Schröder Barbra_Streisand Spouse Louis_XVIII_of_France ,,unknown,unknown,4
Kirani_James Employer TU_Dresden Kirani_James Occupation actor Kirani_James WorkLocation Bethlehem Kirani_James WritingLanguage English ,,unknown,unknown,4
William_A._Bardeen DateOfBirth 1086-08-21 William_A._Bardeen Occupation discus_thrower William_A._Bardeen ParticipantIn 2006_Commonwealth_Games William_A._Bardeen Sport Palant ,,unknown,unknown,4
Romuald_Guarna DateOfBirth 1862-02-14 Romuald_Guarna ParticipantIn alpine_skiing_at_the_2018_Winter_Olympics Romuald_Guarna PlaceOfBirth Warsaw Romuald_Guarna Sport FIVB_Volleyball_Men's_World_Championship ,,unknown,unknown,4
Chahe DateOfBirth 1812-02-07 Chahe EthnicGroup Native_Americans_in_the_United_States Chahe ParticipantIn 1951_Asian_Games Chahe Sport weightlifting ,,unknown,unknown,4
Vasco_da_Gama DateOfBirth 1944-04-07 Vasco_da_Gama Occupation triathlete Vasco_da_Gama PlaceOfBirth Strasbourg Vasco_da_Gama Sport rugby ,,unknown,unknown,4
Edward_Dickinson Mass 70.0_kilogram Edward_Dickinson ParticipantIn athletics_at_the_1984_Summer_Olympics_–_men's_200_metres Edward_Dickinson PlaceOfBirth Mar_del_Plata Edward_Dickinson Sport 1960_Japan_6_player_National_Volleyball_Championship ,,unknown,unknown,4
Margot_Frank Employer New_Directions_Publishing Margot_Frank NumberOfChildren 2 Margot_Frank Occupation Jan_Nicolaas_Brabant Margot_Frank StudentOf František_Jiránek ,,unknown,unknown,4
Jean-Jacques_Kieffer Employer ZKM_|_Center_for_Art_and_Media_Karlsruhe Jean-Jacques_Kieffer FieldOfWork topology Jean-Jacques_Kieffer Occupation philologist Jean-Jacques_Kieffer WorkLocation Erie ,,unknown,unknown,4
Marcel_Hirscher DateOfBirth 19_March_1989 Marcel_Hirscher Family House_of_Zhao Marcel_Hirscher HasChild Börte Marcel_Hirscher Spouse Michael_I_of_Russia ,,unknown,unknown,4
Elizabeth_Kelly EthnicGroup English_people Elizabeth_Kelly Occupation alpine_skier Elizabeth_Kelly ParticipantIn volleyball_at_the_2016_Summer_Olympics Elizabeth_Kelly Sport Stångenäs_AIS ,,unknown,unknown,4
Troian_Bellisario HasChild Maria_de_Ventadorn Troian_Bellisario HasFather Emperor_Gong_of_Jin Troian_Bellisario PlaceOfBirth Madrid Troian_Bellisario PlaceOfDeath Talence ,,unknown,unknown,4
Karim_Benzema DateOfBirth 1987-10-03 Karim_Benzema NotableWork Angel_Heart Karim_Benzema Occupation Jan_Nicolaas_Brabant Karim_Benzema Sibling Deborah_Pratt ,,unknown,unknown,4
Buddy_Holly HasChild Trey_Hardee Karl_Alfred_Gustafsson HasMother Anton_Polenec Anton_Polenec PlaceOfDeath Warsaw Trey_Hardee Spouse Anton_Polenec ,,unknown,unknown,4
bretteur Genre soft_rock bretteur NativeLanguage American_English bretteur Occupation songwriter bretteur WritingLanguage American_English ,,unknown,unknown,4
Neil_Young DateOfDeath 1966-07-29 Neil_Young Employer Uppsala_University Neil_Young InfluencedBy Blanche_of_Castile Neil_Young PlaceOfBirth Queens ,,unknown,unknown,4
Sima_Xi Genre country_music Sima_Xi Instrument voice Sima_Xi NativeLanguage American_English Sima_Xi Occupation designer ,,unknown,unknown,4
Anne_Gladys_Lee Mass 82.0_kilogram Anne_Gladys_Lee ParticipantIn 2012–13_Ligue_1 Anne_Gladys_Lee PlaceOfBirth Madrid Anne_Gladys_Lee Sport rugby ,,unknown,unknown,4
Natalia_Pushkina HasChild Pietro_Perugino Isabella_I_Queen_of_Armenia HasMother Ivan_Regen Ivan_Regen PlaceOfDeath Warsaw Pietro_Perugino Spouse Ivan_Regen ,,unknown,unknown,4
Mary_Jo_Powell HasFather Yelü_Houabu Mary_Jo_Powell Occupation physician Mary_Jo_Powell PlaceOfBurial Santi_Simone_e_Giuda Mary_Jo_Powell PlaceOfDeath Manziana ,,unknown,unknown,4
Bruno_Mars HasChild Paul_Morand Bruno_Mars HasFather Folquet_de_Marselha Bruno_Mars HasMother Yelü_Houabu Bruno_Mars Spouse Ivan_Regen ,,unknown,unknown,4
Wanyan_Ji'an DateOfBirth 1982-03-30 Wanyan_Ji'an ParticipantIn athletics_at_the_2020_Summer_Olympics Wanyan_Ji'an PlaceOfBirth Birmingham Wanyan_Ji'an Sport Nordic_skiing ,,unknown,unknown,4
Raúl_Albiol HasChild Béroul Raúl_Albiol HasFather Nicolas_Chopin Raúl_Albiol HasMother Friedrich_Theodor_Vischer Raúl_Albiol Spouse Coluche ,,unknown,unknown,4
Andrej_Polenec Occupation film_actor Andrej_Polenec PlaceOfBirth Austin Andrej_Polenec Spouse Yelü_Lihu Andrej_Polenec WritingLanguage Early_Modern_English ,,unknown,unknown,4
Laura_Ludwig DateOfBirth 0982-10-13 Laura_Ludwig DateOfDeath 1992-10-08 Laura_Ludwig PlaceOfBirth Manhattan Laura_Ludwig PlaceOfBurial Dunstable ,,unknown,unknown,4
Marie_of_Armenia HasChild Publius_Flavius_Vegetius_Renatus Marie_of_Armenia HasMother Jeehiun_Lee Marie_of_Armenia PositionHeld Roman_emperor Marie_of_Armenia Sibling Sviatoslav_I_of_Kyiv ,,unknown,unknown,4
Judith_Quiney DateOfBirth 1982-07-06 Judith_Quiney ParticipantIn 1999_German_presidential_election Judith_Quiney PositionHeld Roman_emperor Judith_Quiney ReligionOrWorldview Anglicanism ,,unknown,unknown,4
Johannes_Brahms DateOfBirth 1959-01-22 Johannes_Brahms Employer Nick_Jr._Channel Johannes_Brahms Occupation on-air_personality Johannes_Brahms Sibling Emperor_Ming_of_Jin ,,unknown,unknown,4
Martha_Dickinson_Bianchi HasFather Johann_Franz_Encke Johann_Franz_Encke HasMother Elizabeth_Smith-Stanley_Countess_of_Derby Martha_Dickinson_Bianchi PositionHeld Roman_emperor Johann_Franz_Encke Sibling Filip_Wahlström ,,unknown,unknown,4
Pegi_Young FieldOfWork Cannizzaro_rule Pegi_Young InfluencedBy Marin_Mersenne Pegi_Young Occupation music_teacher Pegi_Young PlaceOfBirth Parker ,,unknown,unknown,4
George_W._Bush Family House_of_Zhao Ray_J HasChild George_W._Bush Ray_J HasFather Geronimo George_W._Bush Sibling Chloë_Grace_Moretz ,,unknown,unknown,4
Rufus_R._Jones DateOfBirth 1985-10-08 Rufus_R._Jones Genre action_film Rufus_R._Jones Occupation Member_of_the_Senate_of_the_Republic_of_Poland Rufus_R._Jones WritingLanguage American_English ,,unknown,unknown,4
Andrej_Polenec Employer Munich_Kammerspiele Andrej_Polenec FieldOfWork acting Andrej_Polenec NativeLanguage German Andrej_Polenec Occupation chief_of_state_(Poland) ,,unknown,unknown,4
Nicolas_Chopin NobleTitle Emperor_of_China Nicolas_Chopin PlaceOfBirth Venice Nicolas_Chopin ReligiousOrder Servite_Order Nicolas_Chopin WorkLocation Puntalillo ,,unknown,unknown,4
Li_Chengzhen Occupation arachnologist Pierre-Joseph_Proudhon ParticipantIn wrestling_at_the_2010_Commonwealth_Games Li_Chengzhen Sibling Pierre-Joseph_Proudhon Li_Chengzhen Sport Nordic_skiing ,,unknown,unknown,4
Raimbaut_of_Orange PlaceOfDeath Montebenedetto_Charterhouse Raimbaut_of_Orange PositionHeld kapellmeister Raimbaut_of_Orange Student Antonietta_Di_Martino Pegi_Young StudentOf Antonietta_Di_Martino ,,unknown,unknown,4
Laurent_Mourguet HasFather Charles_Dickens Laurent_Mourguet ParticipantIn swimming_at_the_2011_World_Aquatics_Championships_–_women's_200_metre_individual_medley Laurent_Mourguet PlaceOfBirth Pantanaw Charles_Dickens PlaceOfDeath Kranj ,,unknown,unknown,4
Giovanni_Battista_VI_Giuseppe_Albrizzi DateOfBirth 1722 Giovanni_Battista_VI_Giuseppe_Albrizzi Occupation mathematician Giovanni_Battista_VI_Giuseppe_Albrizzi PlaceOfBirth Cayenne Giovanni_Battista_VI_Giuseppe_Albrizzi StudentOf Emperor_Chengdy_of_Han ,,unknown,unknown,4
Eugene_Wigner HasFather Antonela_Roccuzzo Antonela_Roccuzzo Occupation electrical_engineer Eugene_Wigner PlaceOfBirth Bosut_culture Antonela_Roccuzzo PlaceOfDeath Seres Antonela_Roccuzzo PositionHeld Praetorian_prefect ,,unknown,unknown,5
Marin_Mersenne DateOfBirth 1588 Marin_Mersenne Genre Pursued_by_a_Girl_from_Gulliver's_Travels_Part_4_Chapter_8_A_Voyage_to_the_Country_of_the_Houyhnhnms_by_Jonathan_Swift. Marin_Mersenne HasFather Olga_of_Kiev Marin_Mersenne Occupation street_artist Marin_Mersenne PlaceOfDeath Kranj ,,unknown,unknown,5
Carly_Rose_Sonenclar Occupation judge Carly_Rose_Sonenclar PlaceOfDeath Warsaw Carly_Rose_Sonenclar PositionHeld Norwegian_prime_minister_in_Stockholm Carly_Rose_Sonenclar ReligionOrWorldview Catholic_Church Carly_Rose_Sonenclar WorkLocation Warsaw ,,unknown,unknown,5
Giovanni_Battista_VI_Giuseppe_Albrizzi DateOfBirth 1986-01-13 Giovanni_Battista_VI_Giuseppe_Albrizzi Employer California_State_University_Northridge Giovanni_Battista_VI_Giuseppe_Albrizzi FieldOfWork human_physiology Giovanni_Battista_VI_Giuseppe_Albrizzi HasChild Jonny_Lee_Miller Giovanni_Battista_VI_Giuseppe_Albrizzi PlaceOfBirth Budapest ,,unknown,unknown,5
"Bramantino Genre soul_music Bramantino Instrument guitar Emperor_Gong_of_Jin Occupation television_actor Bramantino Pseudonym ""Acker"" Bramantino Spouse Emperor_Gong_of_Jin ",,unknown,unknown,5
Eudoxia_Streshneva DateOfBirth 1984-06-15 Eudoxia_Streshneva Employer University_of_Liège Eudoxia_Streshneva Occupation biophysicist Eudoxia_Streshneva PlaceOfBirth Ljubljana Eudoxia_Streshneva PositionHeld Minister_of_Public_Works_of_Chile ,,unknown,unknown,5
Genghis_Khan NativeLanguage German Genghis_Khan Occupation banker Genghis_Khan ParticipantIn 2010_German_presidential_election Genghis_Khan PositionHeld king_of_Armenia Genghis_Khan Spouse Rose_Chichester ,,unknown,unknown,5
Folquet_de_Marselha Employer University_of_Edinburgh Folquet_de_Marselha HasChild Josep_Tarradellas_i_Joan Folquet_de_Marselha Occupation secretary_of_state Folquet_de_Marselha PlaceOfBirth Mexborough Folquet_de_Marselha ReligionOrWorldview Catholicism ,,unknown,unknown,5
Mike_Hawthorn DateOfBirth 1942-03-29 Mike_Hawthorn FieldOfWork satiety Mike_Hawthorn HasChild Daniel_Rudisha Mike_Hawthorn Occupation actor Mike_Hawthorn PlaceOfBirth Thessaloniki ,,unknown,unknown,5
