triple,sentence,shape,shape_type,size
Roman_Matveevich_Semashkevich DateOfDeath 1937-12-22 Roman_Matveevich_Semashkevich Genre portrait Roman_Matveevich_Semashkevich PlaceOfDeath Butovo_firing_range ,,unknown,unknown,3
Kim_Carnes DateOfBirth 1945-07-20 Kim_Carnes FieldOfWork music_composing Kim_Carnes Genre soft_rock ,,unknown,unknown,3
Karim_Benzema NativeLanguage French Karim_Benzema Occupation association_football_player Karim_Benzema Sport association_football ,,unknown,unknown,3
Elder_Paisios_of_Mount_Athos Occupation ascetic Elder_Paisios_of_Mount_Athos PlaceOfDeath Thessaloniki Elder_Paisios_of_Mount_Athos ReligionOrWorldview Eastern_Orthodoxy ,,unknown,unknown,3
Trey_Hardee Mass 96.0_kilogram Trey_Hardee Occupation athletics_competitor Trey_Hardee ParticipantIn 2012_Summer_Olympics ,,unknown,unknown,3
Gong_Lijiao Mass 85.0_kilogram Gong_Lijiao ParticipantIn athletics_at_the_2020_Summer_Olympics_–_women's_shot_put Gong_Lijiao PlaceOfBirth Luquan_District ,,unknown,unknown,3
Christine_Ohuruogu ParticipantIn 2006_Commonwealth_Games Christine_Ohuruogu PlaceOfBirth London Christine_Ohuruogu Sport athletics ,,unknown,unknown,3
George_Bournoutian Employer Rutgers_University George_Bournoutian Occupation professor George_Bournoutian PlaceOfBirth Isfahan ,,unknown,unknown,3
Jaime_Levy_Russell Employer New_York_University Jaime_Levy_Russell FieldOfWork digital_technology Jaime_Levy_Russell PlaceOfBirth Hollywood ,,unknown,unknown,3
Trey_Hardee ParticipantIn 2012_Summer_Olympics Trey_Hardee PlaceOfBirth Birmingham Trey_Hardee Sport athletics ,,unknown,unknown,3
Christine_Ohuruogu Mass 70.0_kilogram Christine_Ohuruogu ParticipantIn 2004_Summer_Olympics Christine_Ohuruogu Sport athletics ,,unknown,unknown,3
Myrtle_Bachelder DateOfDeath 1997-05-22 Myrtle_Bachelder Employer University_of_Chicago Myrtle_Bachelder FieldOfWork metallurgy ,,unknown,unknown,3
Antonietta_Di_Martino DateOfBirth 1978-06-01 Antonietta_Di_Martino Occupation athletics_competitor Antonietta_Di_Martino Sport athletics ,,unknown,unknown,3
Nicolaus_Copernicus Occupation jurist Nicolaus_Copernicus Occupation writer Nicolaus_Copernicus PlaceOfDeath Frombork ,,unknown,unknown,3
Justin_Gatlin DateOfBirth 1982-02-10 Justin_Gatlin ParticipantIn athletics_at_the_2012_Summer_Olympics_–_men's_100_metres Justin_Gatlin Sport athletics ,,unknown,unknown,3
Kirani_James Occupation athletics_competitor Kirani_James ParticipantIn athletics_at_the_2016_Summer_Olympics_–_men's_400_metres Kirani_James Sport athletics ,,unknown,unknown,3
James_Meredith Occupation lawyer James_Meredith PlaceOfBirth Kosciusko James_Meredith WritingLanguage English ,,unknown,unknown,3
Kirani_James Mass 80.0_kilogram Kirani_James ParticipantIn athletics_at_the_2012_Summer_Olympics_–_men's_400_metres Kirani_James PlaceOfBirth Gouyave Kirani_James Sport athletics ,,unknown,unknown,4
Fabrizio_Donato DateOfBirth 1976-08-14 Fabrizio_Donato Occupation long_jumper Fabrizio_Donato ParticipantIn 2000_Summer_Olympics Fabrizio_Donato Sport athletics ,,unknown,unknown,4
Ann_A._Kiessling DateOfBirth 1942-03-29 Ann_A._Kiessling Employer Harvard_University Ann_A._Kiessling FieldOfWork HIV/AIDS Ann_A._Kiessling Occupation chemist ,,unknown,unknown,4
Benjamin_Raich DateOfBirth 1978-02-28 Benjamin_Raich Mass 83.0_kilogram Benjamin_Raich ParticipantIn alpine_skiing_at_the_2002_Winter_Olympics_–_men's_combined Benjamin_Raich PlaceOfBirth Arzl_im_Pitztal ,,unknown,unknown,4
José_Bové HasChild Marie_Bové José_Bové PlaceOfBirth Talence José_Bové PositionHeld member_of_the_European_Parliament José_Bové WorkLocation Strasbourg ,,unknown,unknown,4
Matthew_Vaughn DateOfBirth 1971-03-07 Matthew_Vaughn HasChild Caspar_Matthew_de_Vere Matthew_Vaughn NumberOfChildren 3 Matthew_Vaughn Spouse Claudia_Schiffer ,,unknown,unknown,4
Ögedei_Khan HasChild Mieli Ögedei_Khan HasFather Genghis_Khan Ögedei_Khan HasMother Börte Ögedei_Khan Spouse Boraqchin ,,unknown,unknown,4
Matthew_Vaughn HasChild Cosima_Violet Matthew_Vaughn NominatedFor European_Film_Award_–_People's_Choice_Award_for_Best_European_Film Matthew_Vaughn Occupation film_actor Matthew_Vaughn PlaceOfBirth London ,,unknown,unknown,4
Darya_Pishchalnikova Mass 125.0_kilogram Darya_Pishchalnikova Occupation discus_thrower Darya_Pishchalnikova ParticipantIn 2012_Summer_Olympics Darya_Pishchalnikova PlaceOfBirth Astrakhan ,,unknown,unknown,4
Darya_Pishchalnikova Occupation discus_thrower Darya_Pishchalnikova ParticipantIn 2012_Summer_Olympics Darya_Pishchalnikova Sibling Bogdan_Pishchalnikov Bogdan_Pishchalnikov Sport athletics ,,unknown,unknown,4
Walter_of_Châtillon Employer Henry_II_of_England Walter_of_Châtillon Occupation Goliard Walter_of_Châtillon PlaceOfBirth Lille Walter_of_Châtillon PlaceOfDeath Amiens ,,unknown,unknown,4
Laura_Ludwig DateOfBirth 1986-01-13 Laura_Ludwig ParticipantIn beach_volleyball_at_the_2008_Summer_Olympics_–_women's_tournament Laura_Ludwig PlaceOfBirth Berlin Laura_Ludwig Sport volleyball ,,unknown,unknown,4
Eddy_Ottoz HasChild Pilar_Ottoz Eddy_Ottoz PlaceOfBirth Mandelieu-la-Napoule Eddy_Ottoz Relative Sandro_Calvesi Eddy_Ottoz Spouse Lyana_Calvesi ,,unknown,unknown,4
Eugenio_Calabi Employer University_of_Minnesota Eugenio_Calabi Occupation mathematician Eugenio_Calabi WorkLocation Philadelphia Eugenio_Calabi WritingLanguage Italian ,,unknown,unknown,4
Tim_Lincecum DateOfBirth 1984-06-15 Tim_Lincecum Occupation baseball_player Tim_Lincecum ParticipantIn 2007_Major_League_Baseball_season Tim_Lincecum Sport baseball ,,unknown,unknown,4
Laura_Ludwig DateOfBirth 1986-01-13 Laura_Ludwig ParticipantIn volleyball_at_the_2016_Summer_Olympics Laura_Ludwig PlaceOfBirth Berlin Laura_Ludwig Sport beach_volleyball ,,unknown,unknown,4
Veronica_Campbell-Brown DateOfBirth 1982-05-15 Veronica_Campbell-Brown EthnicGroup African_Americans Veronica_Campbell-Brown ParticipantIn 2002_Commonwealth_Games Veronica_Campbell-Brown Sport athletics ,,unknown,unknown,4
Florent_Malouda DateOfBirth 1980-06-13 Florent_Malouda Occupation association_football_player Florent_Malouda PlaceOfBirth Cayenne Florent_Malouda Sport association_football ,,unknown,unknown,4
Laura_Ludwig Mass 70.0_kilogram Laura_Ludwig ParticipantIn beach_volleyball_at_the_2016_Summer_Olympics_–_women's_tournament Laura_Ludwig PlaceOfBirth Berlin Laura_Ludwig Sport beach_volleyball ,,unknown,unknown,4
Eiichiro_Oda Employer Shueisha Eiichiro_Oda NumberOfChildren 2 Eiichiro_Oda Occupation illustrator Eiichiro_Oda StudentOf Masaya_Tokuhiro ,,unknown,unknown,4
Eugenio_Calabi Employer Institute_for_Advanced_Study Eugenio_Calabi FieldOfWork differential_geometry Eugenio_Calabi Occupation university_teacher Eugenio_Calabi WorkLocation Philadelphia ,,unknown,unknown,4
Emperor_Cheng_of_Jin DateOfBirth 321 Emperor_Cheng_of_Jin Family House_of_Sima Emperor_Cheng_of_Jin HasChild Emperor_Ai_of_Jin Emperor_Cheng_of_Jin Spouse Consort_Zhou ,,unknown,unknown,4
Marcel_Hirscher EthnicGroup Austrians Marcel_Hirscher Occupation alpine_skier Marcel_Hirscher ParticipantIn alpine_skiing_at_the_2018_Winter_Olympics Marcel_Hirscher Sport alpine_skiing ,,unknown,unknown,4
Blanche_of_Castile HasChild Philippe_de_France Blanche_of_Castile HasFather Alfonso_VIII Blanche_of_Castile PlaceOfBirth Palencia Blanche_of_Castile PlaceOfDeath Melun ,,unknown,unknown,4
Masashi_Kishimoto DateOfBirth 1974-11-08 Masashi_Kishimoto NotableWork Naruto:_Shippūden Masashi_Kishimoto Occupation illustrator Masashi_Kishimoto Sibling Seishi_Kishimoto ,,unknown,unknown,4
Rurik HasChild Igor_of_Kiev Sviatoslav_I_of_Kyiv HasMother Olga_of_Kiev Olga_of_Kiev PlaceOfDeath Kyiv Igor_of_Kiev Spouse Olga_of_Kiev ,,unknown,unknown,4
Kevin_Rudolf Genre dance-punk Kevin_Rudolf NativeLanguage English Kevin_Rudolf Occupation actor Kevin_Rudolf WritingLanguage English ,,unknown,unknown,4
Mildred_Cohn DateOfDeath 2009-10-12 Mildred_Cohn Employer Washington_University_in_St. Louis Mildred_Cohn InfluencedBy Gerty_Cori Mildred_Cohn PlaceOfBirth The_Bronx ,,unknown,unknown,4
Kevin_Rudolf Genre alternative_rock Kevin_Rudolf Instrument guitar Kevin_Rudolf NativeLanguage English Kevin_Rudolf Occupation actor ,,unknown,unknown,4
Raúl_Albiol Mass 82.0_kilogram Raúl_Albiol ParticipantIn 2009_FIFA_Confederations_Cup Raúl_Albiol PlaceOfBirth Vilamarxant Raúl_Albiol Sport association_football ,,unknown,unknown,4
Rurik HasChild Igor_of_Kiev Sviatoslav_I_of_Kyiv HasMother Olga_of_Kiev Olga_of_Kiev PlaceOfDeath Kyiv Igor_of_Kiev Spouse Olga_of_Kiev ,,unknown,unknown,4
Marco_Polo HasFather Niccolò_Polo Marco_Polo Occupation traveler Marco_Polo PlaceOfBurial San_Lorenzo_Venice Marco_Polo PlaceOfDeath Venice ,,unknown,unknown,4
Tolui HasChild Suigedu Tolui HasFather Genghis_Khan Tolui HasMother Börte Tolui Spouse Lingqun_khatun ,,unknown,unknown,4
Christian_Taylor DateOfBirth 1990-06-18 Christian_Taylor ParticipantIn athletics_at_the_2016_Summer_Olympics Christian_Taylor PlaceOfBirth Fayetteville Christian_Taylor Sport athletics ,,unknown,unknown,4
Tolui HasChild Suigedu Tolui HasFather Genghis_Khan Tolui HasMother Börte Tolui Spouse Sorghaghtani_Beki ,,unknown,unknown,4
Johanna_Braddy Occupation television_actor Johanna_Braddy PlaceOfBirth Atlanta Johanna_Braddy Spouse Josh_Blaylock Johanna_Braddy WritingLanguage English ,,unknown,unknown,4
Linda_Lovelace DateOfBirth 1949-01-10 Linda_Lovelace DateOfDeath 2002-04-22 Linda_Lovelace PlaceOfBirth The_Bronx Linda_Lovelace PlaceOfBurial Parker ,,unknown,unknown,4
Emperor_Xizong_of_Jin HasChild Wanyan_Ji'an Emperor_Xizong_of_Jin HasMother Lady_Pucha Emperor_Xizong_of_Jin PositionHeld Emperor_of_China Emperor_Xizong_of_Jin Sibling Wanyan_Chala ,,unknown,unknown,4
Horst_Köhler DateOfBirth 1943-02-22 Horst_Köhler ParticipantIn 2010_German_presidential_election Horst_Köhler PositionHeld secretary_of_state Horst_Köhler ReligionOrWorldview Lutheranism ,,unknown,unknown,4
Frédéric_Taddeï DateOfBirth 1961-01-05 Frédéric_Taddeï Employer RT_France Frédéric_Taddeï Occupation radio_personality Frédéric_Taddeï Sibling Marie-Isabelle_Taddeï ,,unknown,unknown,4
Emperor_Ping_of_Han HasFather Liu_Xing Liu_Xing HasMother Consort_Feng_Yuan Emperor_Ping_of_Han PositionHeld Emperor_of_China Liu_Xing Sibling Emperor_Chengdy_of_Han ,,unknown,unknown,4
Ellen_Swallow_Richards FieldOfWork environmental_chemistry Ellen_Swallow_Richards InfluencedBy Maria_Mitchell Ellen_Swallow_Richards Occupation economist Ellen_Swallow_Richards PlaceOfBirth Dunstable ,,unknown,unknown,4
Princess_Fu​yang Family House_of_Sima Emperor_Gong_of_Jin HasChild Princess_Fu​yang Emperor_Gong_of_Jin HasFather Emperor_Xiaowu_of_Jin Princess_Fu​yang Sibling Empress_Sima_Maoying ,,unknown,unknown,4
Clancy_Brown DateOfBirth 1959-01-05 Clancy_Brown Genre action_film Clancy_Brown Occupation investor Clancy_Brown WritingLanguage English ,,unknown,unknown,4
Paul_Otto Employer Deutsches_Theater Paul_Otto FieldOfWork acting Paul_Otto NativeLanguage German Paul_Otto Occupation film_director ,,unknown,unknown,4
Alessandro_Volta NobleTitle count Alessandro_Volta PlaceOfBirth Como Alessandro_Volta ReligiousOrder Franciscans Alessandro_Volta WorkLocation Terranova ,,unknown,unknown,4
Renaud_Lavillenie Occupation pole_vaulter Valentin_Lavillenie ParticipantIn athletics_at_the_2013_Jeux_de_la_Francophonie Renaud_Lavillenie Sibling Valentin_Lavillenie Renaud_Lavillenie Sport athletics ,,unknown,unknown,4
Bruno_of_Cologne PlaceOfDeath Certosa_di_Serra_San_Bruno Bruno_of_Cologne PositionHeld Minister_General_of_Carthusians Bruno_of_Cologne Student Anselm_of_Laon Alberich_of_Reims StudentOf Anselm_of_Laon ,,unknown,unknown,4
David_Rudisha HasFather Daniel_Rudisha David_Rudisha ParticipantIn 2015_World_Championships_in_Athletics_–_men's_800_metres David_Rudisha PlaceOfBirth Kilgoris Daniel_Rudisha PlaceOfDeath Nakuru ,,unknown,unknown,4
Gilles_de_Corbeil DateOfBirth 1140 Gilles_de_Corbeil Occupation physician_writer Gilles_de_Corbeil PlaceOfBirth Corbeil-Essonnes Gilles_de_Corbeil StudentOf Romuald_Guarna ,,unknown,unknown,4
Scipio_Africanus HasFather Publius_Cornelius_Scipio Publius_Cornelius_Scipio Occupation Ancient_Roman_military_personnel Scipio_Africanus PlaceOfBirth Ancient_Rome Publius_Cornelius_Scipio PlaceOfDeath Hispania Publius_Cornelius_Scipio PositionHeld Roman_consul ,,unknown,unknown,5
Eduard_Hau DateOfBirth 1807 Eduard_Hau Genre portrait Eduard_Hau HasFather Johannes_Hau Eduard_Hau Occupation painter Eduard_Hau PlaceOfDeath Tartu ,,unknown,unknown,5
Juan_Antonio_Rios Occupation lawyer Juan_Antonio_Rios PlaceOfDeath Santiago Juan_Antonio_Rios PositionHeld President_of_Chile Juan_Antonio_Rios ReligionOrWorldview Catholicism Juan_Antonio_Rios WorkLocation Santiago ,,unknown,unknown,5
Matija_Gogala DateOfBirth 1937-12-11 Matija_Gogala Employer University_of_Ljubljana Matija_Gogala FieldOfWork biotremology Matija_Gogala HasChild Andrej_Gogala Matija_Gogala PlaceOfBirth Ljubljana ,,unknown,unknown,5
"Heino Genre heavy_metal Heino Instrument voice Hannelore_Kramm Occupation film_actor Heino Pseudonym ""Heino_brazil"" Heino Spouse Hannelore_Kramm ",,unknown,unknown,5
Ricardo_Lagos DateOfBirth 1938-03-02 Ricardo_Lagos Employer Duke_University Ricardo_Lagos Occupation politician Ricardo_Lagos PlaceOfBirth Santiago Ricardo_Lagos PositionHeld Minister_of_Public_Works_of_Chile ,,unknown,unknown,5
Johannes_Rau NativeLanguage German Johannes_Rau Occupation publisher Johannes_Rau ParticipantIn 1999_German_presidential_election Johannes_Rau PositionHeld member_of_the_Landtag_of_North_Rhine-Westphalia Johannes_Rau Spouse Christina_Rau ,,unknown,unknown,5
Mohamed_Morsi Employer California_State_University_Northridge Mohamed_Morsi HasChild Abdullah_Morsi Mohamed_Morsi Occupation politician Mohamed_Morsi PlaceOfBirth El-Adwah Mohamed_Morsi ReligionOrWorldview Islam ,,unknown,unknown,5
Bernard_Katz DateOfBirth 1911-03-26 Bernard_Katz FieldOfWork human_physiology Bernard_Katz HasChild David_Katz Bernard_Katz Occupation biophysicist Bernard_Katz PlaceOfBirth Leipzig ,,unknown,unknown,5
Nero_Claudius_Drusus HasChild Livilla Claudius HasFather Nero_Claudius_Drusus Claudius HasMother Antonia_Minor Claudius PlaceOfBirth Lugdunum Nero_Claudius_Drusus Spouse Antonia_Minor ,,unknown,unknown,5
Agnes_Pockels DateOfBirth 1862-02-14 Agnes_Pockels DateOfDeath 1935-11-21 Friedrich_Carl_Alwin_Pockels Employer TU_Dresden Agnes_Pockels PlaceOfBirth Venice Agnes_Pockels Sibling Friedrich_Carl_Alwin_Pockels ,,unknown,unknown,5
Antiochus_III_the_Great Family Seleucids Seleucus_II_Callinicus HasChild Antiochis Seleucus_II_Callinicus HasChild Antiochus_III_the_Great Seleucus_II_Callinicus HasFather Antiochus_II_Theos Seleucus_II_Callinicus HasMother Laodice_I ,,unknown,unknown,5
U_Thant Employer United_Nations U_Thant HasFather Po_Hnit U_Thant NominatedFor Nobel_Peace_Prize U_Thant PlaceOfBirth Pantanaw U_Thant PlaceOfDeath New_York_City ,,unknown,unknown,5
Geronimo DateOfBirth 1829-06-16 Geronimo PlaceOfDeath Fort_Sill Geronimo PositionHeld war_chief Geronimo ReligionOrWorldview Dutch_Reformed_Church Geronimo Spouse Chee-hash-kish ,,unknown,unknown,5
