id,triples,data_unit,actual,shape,shape_type,local_size,size
14,Johann_Wolfgang_von_Goethe AcademicDegree licentiate Johann_Wolfgang_von_Goethe FieldOfWork physics Johann_Wolfgang_von_Goethe NotableWork Faust Johann_Wolfgang_von_Goethe Occupation poet Johann_Wolfgang_von_Goethe Relative Peter_im_Baumgarten Johann_Wolfgang_von_Goethe StudentOf Justus_Christian_Loder Johann_Wolfgang_von_Goethe WritingLanguage German  ,Johann_Wolfgang_von_Goethe AcademicDegree licentiate Johann_Wolfgang_von_Goethe FieldOfWork physics Johann_Wolfgang_von_Goethe NotableWork Faust Johann_Wolfgang_von_Goethe Occupation poet Johann_Wolfgang_von_Goethe Relative Peter_im_Baumgarten Johann_Wolfgang_von_Goethe StudentOf Justus_Christian_Loder Johann_Wolfgang_von_Goethe WritingLanguage German ,,unknown,unknown,1,7
15,Solko_van_den_Bergh DateOfDeath 1916-12-25 Solko_van_den_Bergh ParticipantIn 1900_Summer_Olympics Solko_van_den_Bergh Sport bullseye_shooting  ,Solko_van_den_Bergh DateOfDeath 1916-12-25 Solko_van_den_Bergh ParticipantIn 1900_Summer_Olympics Solko_van_den_Bergh Sport bullseye_shooting ,,unknown,unknown,1,3
16,Lance_Armstrong HasFather Eddie_Charles_Gunderson Lance_Armstrong Mass 71.0_kilogram Lance_Armstrong Occupation autobiographer Lance_Armstrong ParticipantIn 2002_UCI_Road_World_Cup Lance_Armstrong ReligionOrWorldview atheism Lance_Armstrong Sport triathlon Lance_Armstrong UnmarriedPartner Tory_Burch  ,Lance_Armstrong HasFather Eddie_Charles_Gunderson Lance_Armstrong Mass 71.0_kilogram Lance_Armstrong Occupation autobiographer Lance_Armstrong ParticipantIn 2002_UCI_Road_World_Cup Lance_Armstrong ReligionOrWorldview atheism Lance_Armstrong Sport triathlon Lance_Armstrong UnmarriedPartner Tory_Burch ,,unknown,unknown,1,7
17,Fyodor_Dostoyevsky HasChild Lyubov_Dostoevskaya Fyodor_Dostoyevsky Occupation translator Fyodor_Dostoyevsky PlaceOfBirth Moscow Fyodor_Dostoyevsky PlaceOfBurial Tikhvin_Cemetery Fyodor_Dostoyevsky Spouse Maria_Dostoevskaya  ,Fyodor_Dostoyevsky HasChild Lyubov_Dostoevskaya Fyodor_Dostoyevsky Occupation translator Fyodor_Dostoyevsky PlaceOfBirth Moscow Fyodor_Dostoyevsky PlaceOfBurial Tikhvin_Cemetery Fyodor_Dostoyevsky Spouse Maria_Dostoevskaya ,,unknown,unknown,1,5
18,Luigi_Pirandello EndOfWorkPeriod 1936 Luigi_Pirandello HasChild Fausto_Pirandello Luigi_Pirandello NotableWork L'Esclusa Luigi_Pirandello NumberOfChildren 3 Luigi_Pirandello Occupation screenwriter Luigi_Pirandello PlaceOfDeath Rome  ,Luigi_Pirandello EndOfWorkPeriod 1936 Luigi_Pirandello HasChild Fausto_Pirandello Luigi_Pirandello NotableWork L'Esclusa Luigi_Pirandello NumberOfChildren 3 Luigi_Pirandello Occupation screenwriter Luigi_Pirandello PlaceOfDeath Rome ,,unknown,unknown,1,6
19,Neil_Armstrong Employer University_of_Cincinnati Neil_Armstrong FieldOfWork space_exploration Neil_Armstrong HasWorksInTheCollectionOf National_Gallery_of_Victoria Neil_Armstrong NativeLanguage English Neil_Armstrong PlaceOfDeath Cincinnati Neil_Armstrong PresentInWork Star_Trek:_The_Original_Series_Core_Game_Book  ,Neil_Armstrong Employer University_of_Cincinnati Neil_Armstrong FieldOfWork space_exploration Neil_Armstrong HasWorksInTheCollectionOf National_Gallery_of_Victoria Neil_Armstrong NativeLanguage English Neil_Armstrong PlaceOfDeath Cincinnati Neil_Armstrong PresentInWork Star_Trek:_The_Original_Series_Core_Game_Book ,,unknown,unknown,1,6
20,William_Gallas EndOfWorkPeriod 2014 William_Gallas Occupation association_football_player William_Gallas ParticipantIn UEFA_Euro_2008 William_Gallas PlaceOfBirth Asnières-sur-Seine  ,William_Gallas EndOfWorkPeriod 2014 William_Gallas Occupation association_football_player William_Gallas ParticipantIn UEFA_Euro_2008 William_Gallas PlaceOfBirth Asnières-sur-Seine ,,unknown,unknown,1,4
21,Ringo_Starr Genre pop_music Ringo_Starr HasChild Zak_Starkey Ringo_Starr Instrument guitar Ringo_Starr Occupation film_actor Ringo_Starr PlaceOfBirth Liverpool Ringo_Starr ReligionOrWorldview Hinduism Ringo_Starr UnmarriedPartner Nancy_Lee_Andrews  ,Ringo_Starr Genre pop_music Ringo_Starr HasChild Zak_Starkey Ringo_Starr Instrument guitar Ringo_Starr Occupation film_actor Ringo_Starr PlaceOfBirth Liverpool Ringo_Starr ReligionOrWorldview Hinduism Ringo_Starr UnmarriedPartner Nancy_Lee_Andrews ,,unknown,unknown,1,7
22,Akira_Kurosawa EndOfWorkPeriod 1993 Akira_Kurosawa EthnicGroup Japanese_people Akira_Kurosawa MannerOfDeath natural_causes Akira_Kurosawa NotableWork Throne_of_Blood Akira_Kurosawa Occupation screenwriter Akira_Kurosawa PlaceOfBirth Shinagawa-ku  ,Akira_Kurosawa EndOfWorkPeriod 1993 Akira_Kurosawa EthnicGroup Japanese_people Akira_Kurosawa MannerOfDeath natural_causes Akira_Kurosawa NotableWork Throne_of_Blood Akira_Kurosawa Occupation screenwriter Akira_Kurosawa PlaceOfBirth Shinagawa-ku ,,unknown,unknown,1,6
23,Francis_Coventry DateOfBirth 1725 Francis_Coventry Occupation writer Francis_Coventry ReligionOrWorldview Anglicanism  ,Francis_Coventry DateOfBirth 1725 Francis_Coventry Occupation writer Francis_Coventry ReligionOrWorldview Anglicanism ,,unknown,unknown,1,3
24,Alison_Lohman DateOfBirth 1979-09-18 Alison_Lohman NativeLanguage English Alison_Lohman Occupation film_actor Alison_Lohman PlaceOfBirth Palm_Springs Alison_Lohman WritingLanguage English  ,Alison_Lohman DateOfBirth 1979-09-18 Alison_Lohman NativeLanguage English Alison_Lohman Occupation film_actor Alison_Lohman PlaceOfBirth Palm_Springs Alison_Lohman WritingLanguage English ,,unknown,unknown,1,5
25,Alou_Diarra Occupation association_football_manager Alou_Diarra ParticipantIn 2006_FIFA_World_Cup Alou_Diarra Sport association_football  ,Alou_Diarra Occupation association_football_manager Alou_Diarra ParticipantIn 2006_FIFA_World_Cup Alou_Diarra Sport association_football ,,unknown,unknown,1,3
26,Emperor_Cheng_of_Jin HasChild Emperor_Fei_of_Jin Emperor_Cheng_of_Jin PlaceOfBurial Nanjing Emperor_Cheng_of_Jin PositionHeld Emperor_of_China Emperor_Cheng_of_Jin Sibling Sima_Xingnan  ,Emperor_Cheng_of_Jin HasChild Emperor_Fei_of_Jin Emperor_Cheng_of_Jin PlaceOfBurial Nanjing Emperor_Cheng_of_Jin PositionHeld Emperor_of_China Emperor_Cheng_of_Jin Sibling Sima_Xingnan ,,unknown,unknown,1,4
27,Saddam_Hussein DateOfDeath 2006-12-30 Saddam_Hussein HasChild Qusay_Hussein Saddam_Hussein HasFather Hussein_'Abid_al-Majid Saddam_Hussein MilitaryRank marshal Saddam_Hussein PlaceOfBirth Al-Awja Saddam_Hussein Spouse Sajida_Talfah  ,Saddam_Hussein DateOfDeath 2006-12-30 Saddam_Hussein HasChild Qusay_Hussein Saddam_Hussein HasFather Hussein_'Abid_al-Majid Saddam_Hussein MilitaryRank marshal Saddam_Hussein PlaceOfBirth Al-Awja Saddam_Hussein Spouse Sajida_Talfah ,,unknown,unknown,1,6
28,Michael_Schmidt-Salomon DateOfBirth 1967-09-14 Michael_Schmidt-Salomon Employer University_of_Trier Michael_Schmidt-Salomon ReligionOrWorldview atheism  ,Michael_Schmidt-Salomon DateOfBirth 1967-09-14 Michael_Schmidt-Salomon Employer University_of_Trier Michael_Schmidt-Salomon ReligionOrWorldview atheism ,,unknown,unknown,1,3
29,Darshan_Ranganathan DateOfDeath 2001-06-04 Darshan_Ranganathan PlaceOfBirth Delhi Darshan_Ranganathan WorkLocation Kanpur  ,Darshan_Ranganathan DateOfDeath 2001-06-04 Darshan_Ranganathan PlaceOfBirth Delhi Darshan_Ranganathan WorkLocation Kanpur ,,unknown,unknown,1,3
30,Oscar_Luigi_Scalfaro DateOfBirth 1918-09-09 Oscar_Luigi_Scalfaro DateOfDeath 2012-01-29 Oscar_Luigi_Scalfaro HasChild Marianna_Scalfaro Oscar_Luigi_Scalfaro Occupation lawyer Oscar_Luigi_Scalfaro PositionHeld member_of_the_Chamber_of_Deputies_of_the_Italian_Republic Oscar_Luigi_Scalfaro ReligionOrWorldview Catholicism  ,Oscar_Luigi_Scalfaro DateOfBirth 1918-09-09 Oscar_Luigi_Scalfaro DateOfDeath 2012-01-29 Oscar_Luigi_Scalfaro HasChild Marianna_Scalfaro Oscar_Luigi_Scalfaro Occupation lawyer Oscar_Luigi_Scalfaro PositionHeld member_of_the_Chamber_of_Deputies_of_the_Italian_Republic Oscar_Luigi_Scalfaro ReligionOrWorldview Catholicism ,,unknown,unknown,1,6
31,Hélinand_of_Froidmont DateOfBirth 1160 Hélinand_of_Froidmont Occupation poet Hélinand_of_Froidmont WritingLanguage Latin  ,Hélinand_of_Froidmont DateOfBirth 1160 Hélinand_of_Froidmont Occupation poet Hélinand_of_Froidmont WritingLanguage Latin ,,unknown,unknown,1,3
32,Emperor_Yang_of_Sui HasChild Yang_Zhao Emperor_Yang_of_Sui HasFather Emperor_Wen_of_Sui Emperor_Yang_of_Sui HasMother Empress_Dugu_Qieluo Emperor_Yang_of_Sui Spouse Consort_Yin Emperor_Yang_of_Sui Spouse Princess_Guangde  ,Emperor_Yang_of_Sui HasChild Yang_Zhao Emperor_Yang_of_Sui HasFather Emperor_Wen_of_Sui Emperor_Yang_of_Sui HasMother Empress_Dugu_Qieluo Emperor_Yang_of_Sui Spouse Consort_Yin Emperor_Yang_of_Sui Spouse Princess_Guangde ,,unknown,unknown,1,5
33,Willi_Stoph DateOfDeath 1999-04-13 Willi_Stoph PositionHeld Prime_Minister_of_East_Germany Willi_Stoph ReligionOrWorldview atheism Willi_Stoph WritingLanguage German  ,Willi_Stoph DateOfDeath 1999-04-13 Willi_Stoph PositionHeld Prime_Minister_of_East_Germany Willi_Stoph ReligionOrWorldview atheism Willi_Stoph WritingLanguage German ,,unknown,unknown,1,4
34,Paul_McCartney Genre art_rock Paul_McCartney HasFather Jim_McCartney Paul_McCartney Instrument guitar Paul_McCartney Occupation pianist Paul_McCartney OwnerOf MPL_Communications Paul_McCartney ReligionOrWorldview deism Paul_McCartney Sibling Mike_McGear  ,Paul_McCartney Genre art_rock Paul_McCartney HasFather Jim_McCartney Paul_McCartney Instrument guitar Paul_McCartney Occupation pianist Paul_McCartney OwnerOf MPL_Communications Paul_McCartney ReligionOrWorldview deism Paul_McCartney Sibling Mike_McGear ,,unknown,unknown,1,7
35,Ivan_Regen FieldOfWork bioacoustics Ivan_Regen Occupation biologist Ivan_Regen PlaceOfBirth Gorenja_Vas  ,Ivan_Regen FieldOfWork bioacoustics Ivan_Regen Occupation biologist Ivan_Regen PlaceOfBirth Gorenja_Vas ,,unknown,unknown,1,3
36,Peter_Kropotkin DateOfDeath 1921-02-08 Peter_Kropotkin MannerOfDeath natural_causes Peter_Kropotkin Occupation politician Peter_Kropotkin PlaceOfBirth Moscow  ,Peter_Kropotkin DateOfDeath 1921-02-08 Peter_Kropotkin MannerOfDeath natural_causes Peter_Kropotkin Occupation politician Peter_Kropotkin PlaceOfBirth Moscow ,,unknown,unknown,1,4
37,Vasco_da_Gama PlaceOfBirth Sines Vasco_da_Gama PlaceOfDeath Kochi  ,Vasco_da_Gama PlaceOfBirth Sines Vasco_da_Gama PlaceOfDeath Kochi ,,unknown,unknown,1,2
38,Emperor_Jingzong_of_Liao DateOfBirth 0948-09-01 Emperor_Jingzong_of_Liao HasChild Yelu_Shuge Emperor_Shengzong_of_Liao HasMother Xiao_Chuo Emperor_Jingzong_of_Liao Occupation aristocrat Emperor_Jingzong_of_Liao Sibling Yelü_Zhimo Emperor_Jingzong_of_Liao Spouse Xiao_Chuo  ,Emperor_Jingzong_of_Liao DateOfBirth 0948-09-01 Emperor_Jingzong_of_Liao HasChild Yelu_Shuge Emperor_Shengzong_of_Liao HasMother Xiao_Chuo Emperor_Jingzong_of_Liao Occupation aristocrat Emperor_Jingzong_of_Liao Sibling Yelü_Zhimo Emperor_Jingzong_of_Liao Spouse Xiao_Chuo ,,unknown,unknown,1,6
39,Annette_Salmeen Employer Stanford_University Annette_Salmeen ParticipantIn swimming_at_the_1996_Summer_Olympics_–_women's_4_×_200_metre_freestyle_relay Annette_Salmeen PlaceOfBirth Ann_Arbor  ,Annette_Salmeen Employer Stanford_University Annette_Salmeen ParticipantIn swimming_at_the_1996_Summer_Olympics_–_women's_4_×_200_metre_freestyle_relay Annette_Salmeen PlaceOfBirth Ann_Arbor ,,unknown,unknown,1,3
40,William_Shakespeare Genre English_Renaissance_theatre William_Shakespeare HasChild Judith_Quiney William_Shakespeare HasFather John_Shakespeare William_Shakespeare NativeLanguage Early_Modern_English William_Shakespeare NotableWork The_Two_Noble_Kinsmen William_Shakespeare Occupation poet William_Shakespeare PlaceOfBirth Stratford-on-Avon  ,William_Shakespeare Genre English_Renaissance_theatre William_Shakespeare HasChild Judith_Quiney William_Shakespeare HasFather John_Shakespeare William_Shakespeare NativeLanguage Early_Modern_English William_Shakespeare NotableWork The_Two_Noble_Kinsmen William_Shakespeare Occupation poet William_Shakespeare PlaceOfBirth Stratford-on-Avon ,,unknown,unknown,1,7
41,Rachel_Maddow NominatedFor Grammy_Award_for_Best_Audio_Book_Narration_&_Storytelling_Recording Rachel_Maddow Occupation actor Rachel_Maddow PlaceOfBirth Castro_Valley Rachel_Maddow ReligionOrWorldview Catholicism Rachel_Maddow UnmarriedPartner Susan_Mikula  ,Rachel_Maddow NominatedFor Grammy_Award_for_Best_Audio_Book_Narration_&_Storytelling_Recording Rachel_Maddow Occupation actor Rachel_Maddow PlaceOfBirth Castro_Valley Rachel_Maddow ReligionOrWorldview Catholicism Rachel_Maddow UnmarriedPartner Susan_Mikula ,,unknown,unknown,1,5
42,Dorothy_Hodgkin DateOfDeath 1994-07-29 Dorothy_Hodgkin FieldOfWork biochemistry Dorothy_Hodgkin HasFather John_Winter_Crowfoot Dorothy_Hodgkin NominatedFor Nobel_Prize_in_Chemistry Dorothy_Hodgkin Sibling Elizabeth_Grace_Crowfoot Dorothy_Hodgkin WorkLocation Oxford  ,Dorothy_Hodgkin DateOfDeath 1994-07-29 Dorothy_Hodgkin FieldOfWork biochemistry Dorothy_Hodgkin HasFather John_Winter_Crowfoot Dorothy_Hodgkin NominatedFor Nobel_Prize_in_Chemistry Dorothy_Hodgkin Sibling Elizabeth_Grace_Crowfoot Dorothy_Hodgkin WorkLocation Oxford ,,unknown,unknown,1,6
43,Dennis_Lawrence EndOfWorkPeriod 2010 Dennis_Lawrence Mass 76.0_kilogram Dennis_Lawrence ParticipantIn 2006_FIFA_World_Cup  ,Dennis_Lawrence EndOfWorkPeriod 2010 Dennis_Lawrence Mass 76.0_kilogram Dennis_Lawrence ParticipantIn 2006_FIFA_World_Cup ,,unknown,unknown,1,3
44,Francesco_Cossiga DateOfBirth 1928-07-26 Francesco_Cossiga FieldOfWork law Francesco_Cossiga MilitaryRank Frigate_Captain Francesco_Cossiga NativeLanguage Italian Francesco_Cossiga Occupation politician Francesco_Cossiga PlaceOfBirth Sassari Francesco_Cossiga PositionHeld President_of_Italy  ,Francesco_Cossiga DateOfBirth 1928-07-26 Francesco_Cossiga FieldOfWork law Francesco_Cossiga MilitaryRank Frigate_Captain Francesco_Cossiga NativeLanguage Italian Francesco_Cossiga Occupation politician Francesco_Cossiga PlaceOfBirth Sassari Francesco_Cossiga PositionHeld President_of_Italy ,,unknown,unknown,1,7
45,Laurent_Mourguet FieldOfWork puppet_theatre Laurent_Mourguet Occupation puppeteer Laurent_Mourguet PlaceOfBirth Lyon  ,Laurent_Mourguet FieldOfWork puppet_theatre Laurent_Mourguet Occupation puppeteer Laurent_Mourguet PlaceOfBirth Lyon ,,unknown,unknown,1,3
46,Sima_Yi HasChild Sima_Zhao Sima_Lun HasFather Sima_Yi Sima_Yi PlaceOfBirth Wen_County Miss_Bai Spouse Sima_Yi  ,Sima_Yi HasChild Sima_Zhao Sima_Lun HasFather Sima_Yi Sima_Yi PlaceOfBirth Wen_County Miss_Bai Spouse Sima_Yi ,,unknown,unknown,1,4
47,Hernán_Cortés Occupation explorer Hernán_Cortés PlaceOfBirth Medellin  ,Hernán_Cortés Occupation explorer Hernán_Cortés PlaceOfBirth Medellin ,,unknown,unknown,1,2
48,Eleanor_of_Castile HasChild Isabella_of_England Edward_II_of_England HasFather Edward_I_of_England Edward_II_of_England HasMother Eleanor_of_Castile Edward_II_of_England PlaceOfBirth Caernarfon_Castle Edward_II_of_England PlaceOfDeath Berkeley_Castle Eleanor_of_Castile Spouse Edward_I_of_England  ,Eleanor_of_Castile HasChild Isabella_of_England Edward_II_of_England HasFather Edward_I_of_England Edward_II_of_England HasMother Eleanor_of_Castile Edward_II_of_England PlaceOfBirth Caernarfon_Castle Edward_II_of_England PlaceOfDeath Berkeley_Castle Eleanor_of_Castile Spouse Edward_I_of_England ,,unknown,unknown,1,6
49,Brianne_Theisen-Eaton ParticipantIn 2014_Commonwealth_Games Ashton_Eaton PlaceOfBirth Portland Ashton_Eaton Sport athletics Ashton_Eaton Spouse Brianne_Theisen-Eaton  ,Brianne_Theisen-Eaton ParticipantIn 2014_Commonwealth_Games Ashton_Eaton PlaceOfBirth Portland Ashton_Eaton Sport athletics Ashton_Eaton Spouse Brianne_Theisen-Eaton ,,unknown,unknown,1,4
50,Andrei_Tarkovsky Employer Mosfilm Andrei_Tarkovsky FieldOfWork film Andrei_Tarkovsky MannerOfDeath natural_causes Andrei_Tarkovsky NotableWork The_Mirror Andrei_Tarkovsky Occupation film_editor Andrei_Tarkovsky PlaceOfBurial Sainte-Geneviève-des-Bois_Russian_Cemetery Andrei_Tarkovsky Spouse Larisa_Tarkovskaya  ,Andrei_Tarkovsky Employer Mosfilm Andrei_Tarkovsky FieldOfWork film Andrei_Tarkovsky MannerOfDeath natural_causes Andrei_Tarkovsky NotableWork The_Mirror Andrei_Tarkovsky Occupation film_editor Andrei_Tarkovsky PlaceOfBurial Sainte-Geneviève-des-Bois_Russian_Cemetery Andrei_Tarkovsky Spouse Larisa_Tarkovskaya ,,unknown,unknown,1,7
51,Geoffrey_Dear HasFather Cecil_William_Dear Geoffrey_Dear HasMother Violet_Mildred_Mackney Geoffrey_Dear Occupation police_officer Geoffrey_Dear PlaceOfBirth United_Kingdom Violet_Mildred_Mackney Spouse Cecil_William_Dear  ,Geoffrey_Dear HasFather Cecil_William_Dear Geoffrey_Dear HasMother Violet_Mildred_Mackney Geoffrey_Dear Occupation police_officer Geoffrey_Dear PlaceOfBirth United_Kingdom Violet_Mildred_Mackney Spouse Cecil_William_Dear ,,unknown,unknown,1,5
52,Peire_Vidal Occupation poet Peire_Vidal PlaceOfDeath Toulouse  ,Peire_Vidal Occupation poet Peire_Vidal PlaceOfDeath Toulouse ,,unknown,unknown,1,2
53,Brianne_Theisen-Eaton DateOfBirth 1986-12-18 Brianne_Theisen-Eaton Mass 64.0_kilogram Ashton_Eaton ParticipantIn athletics_at_the_2016_Summer_Olympics Ashton_Eaton Sport athletics Ashton_Eaton Spouse Brianne_Theisen-Eaton  ,Brianne_Theisen-Eaton DateOfBirth 1986-12-18 Brianne_Theisen-Eaton Mass 64.0_kilogram Ashton_Eaton ParticipantIn athletics_at_the_2016_Summer_Olympics Ashton_Eaton Sport athletics Ashton_Eaton Spouse Brianne_Theisen-Eaton ,,unknown,unknown,1,5
54,Kateri_Tekakwitha EthnicGroup indigenous_peoples_of_the_Americas Kateri_Tekakwitha PlaceOfBurial Kahnawake Kateri_Tekakwitha PlaceOfDeath Kahnawake  ,Kateri_Tekakwitha EthnicGroup indigenous_peoples_of_the_Americas Kateri_Tekakwitha PlaceOfBurial Kahnawake Kateri_Tekakwitha PlaceOfDeath Kahnawake ,,unknown,unknown,1,3
55,Fra_Bartolomeo Occupation drawer Piero_di_Cosimo PlaceOfBirth Florence Cosimo_Rosselli PlaceOfDeath Florence Fra_Bartolomeo StudentOf Cosimo_Rosselli  ,Fra_Bartolomeo Occupation drawer Piero_di_Cosimo PlaceOfBirth Florence Cosimo_Rosselli PlaceOfDeath Florence Fra_Bartolomeo StudentOf Cosimo_Rosselli ,,unknown,unknown,1,4
56,Helen_Murray_Free DateOfDeath 2021-05-01 Helen_Murray_Free Employer Indiana_University_South_Bend Helen_Murray_Free Occupation inventor Helen_Murray_Free PlaceOfBirth Pittsburgh  ,Helen_Murray_Free DateOfDeath 2021-05-01 Helen_Murray_Free Employer Indiana_University_South_Bend Helen_Murray_Free Occupation inventor Helen_Murray_Free PlaceOfBirth Pittsburgh ,,unknown,unknown,1,4
57,Emperor_Shenzong_of_Western_Xia DateOfBirth 1163 Emperor_Shenzong_of_Western_Xia HasChild Emperor_Xianzong_of_Western_Xia  ,Emperor_Shenzong_of_Western_Xia DateOfBirth 1163 Emperor_Shenzong_of_Western_Xia HasChild Emperor_Xianzong_of_Western_Xia ,,unknown,unknown,1,2
58,Daniel_Morgan DateOfDeath 1802-07-06 Daniel_Morgan Occupation military_officer Daniel_Morgan PlaceOfBirth Hunterdon_County Daniel_Morgan PositionHeld Member_of_the_United_States_House_of_Representatives_from_Virginia Daniel_Morgan SocialClassification slaveholder Daniel_Morgan WorkLocation Washington_D.C.  ,Daniel_Morgan DateOfDeath 1802-07-06 Daniel_Morgan Occupation military_officer Daniel_Morgan PlaceOfBirth Hunterdon_County Daniel_Morgan PositionHeld Member_of_the_United_States_House_of_Representatives_from_Virginia Daniel_Morgan SocialClassification slaveholder Daniel_Morgan WorkLocation Washington_D.C. ,,unknown,unknown,1,6
59,Jonny_Lee_Miller DateOfBirth 1972-11-15 Jonny_Lee_Miller HasMother Anne_Gladys_Lee Jonny_Lee_Miller NumberOfChildren 2 Jonny_Lee_Miller PlaceOfBirth Kingston_upon_Thames Jonny_Lee_Miller Spouse Angelina_Jolie Jonny_Lee_Miller WritingLanguage English  ,Jonny_Lee_Miller DateOfBirth 1972-11-15 Jonny_Lee_Miller HasMother Anne_Gladys_Lee Jonny_Lee_Miller NumberOfChildren 2 Jonny_Lee_Miller PlaceOfBirth Kingston_upon_Thames Jonny_Lee_Miller Spouse Angelina_Jolie Jonny_Lee_Miller WritingLanguage English ,,unknown,unknown,1,6
