id,triples,data_unit,actual,shape,shape_type,local_size,size
10,"Trane foundationPlace La_Crosse,_Wisconsin La_Crosse,_Wisconsin leaderTitle Mayor  ","Trane foundationPlace La_Crosse,_Wisconsin La_Crosse,_Wisconsin leaderTitle Mayor ","Trane was founded in La Crosse, Wisconsin, which is governed by a mayor.",(X (X (X))),chain,1,2
11,Alison_O'Donnell associatedBand/associatedMusicalArtist Plastik_Mak Alison_O'Donnell associatedBand/associatedMusicalArtist The_Owl_Service_(band)  ,Alison_O'Donnell associatedBand/associatedMusicalArtist Plastik_Mak Alison_O'Donnell associatedBand/associatedMusicalArtist The_Owl_Service_(band) ,Alison O'Donnell is a musician associated with the Plastik Mak and The Owl Service.,(X (X) (X)),sibling,1,2
12,"Amarillo,_Texas areaTotal 233.9 (square kilometres) Amarillo,_Texas elevationAboveTheSeaLevel 1099.0 Amarillo,_Texas populationDensity 746.0 (inhabitants per square kilometre)  ","Amarillo,_Texas areaTotal 233.9 (square kilometres) Amarillo,_Texas elevationAboveTheSeaLevel 1099.0 Amarillo,_Texas populationDensity 746.0 (inhabitants per square kilometre) ","Amarillo, Texas; is 1099 metres above sea level. has a total area of 233.9 SqKm, and the population density of 746 people per square kilometre.",(X (X) (X) (X)),sibling,1,3
13,Abel_Caballero birthPlace Ponteareas Abel_Caballero birthPlace Spain  ,Abel_Caballero birthPlace Ponteareas Abel_Caballero birthPlace Spain ,Abel Caballero was born in Ponteareas Spain.,(X (X) (X)),sibling,1,2
14,"Abner_W._Sibal office ""Member of the Connecticut Senate from the 26th District"" Abner_W._Sibal party Republican_Party_(United_States) Abner_W._Sibal successor Marjorie_Farmer  ","Abner_W._Sibal office ""Member of the Connecticut Senate from the 26th District"" Abner_W._Sibal party Republican_Party_(United_States) Abner_W._Sibal successor Marjorie_Farmer ",Abner W. Sibal was a member of the Republican Party of the US and a member of the Connecticut Senate from the 26th District. He was succeeded by Marjorie Farmer.,(X (X) (X) (X)),sibling,1,3
15,Weymouth_Sands followedBy Maiden_Castle_(novel) A_Glastonbury_Romance followedBy Weymouth_Sands  ,Weymouth_Sands followedBy Maiden_Castle_(novel) A_Glastonbury_Romance followedBy Weymouth_Sands ,A Glastonbury Romance was followed by Weymouth Sands and Maiden Castle.,(X (X (X))),chain,1,2
16,Alhambra length 63800.0 (millimetres) Alhambra maidenVoyage 1855-07-07  ,Alhambra length 63800.0 (millimetres) Alhambra maidenVoyage 1855-07-07 ,"Alhambra has its maiden voyage on July 7th, 1855 and was 63800.0 millimetres long.",(X (X) (X)),sibling,1,2
17,Bionico ingredient Raisin  ,Bionico ingredient Raisin ,Bionico contains raisins.,(X (X)),,1,1
18,"Angola,_Indiana country United_States United_States ethnicGroup Native_Americans_in_the_United_States Angola,_Indiana isPartOf Pleasant_Township,_Steuben_County,_Indiana United_States language English_language  ","Angola,_Indiana country United_States United_States ethnicGroup Native_Americans_in_the_United_States Angola,_Indiana isPartOf Pleasant_Township,_Steuben_County,_Indiana United_States language English_language ","Angola, Pleasant Township, Steuben County, Indiana is part of The United States, home to Native Americans and includes the English language.",(X (X) (X (X) (X))),mixed,1,4
19,"Ahmet_Ertegun background ""non_performing_personnel"" Ahmet_Ertegun genre Rhythm_and_blues  ","Ahmet_Ertegun background ""non_performing_personnel"" Ahmet_Ertegun genre Rhythm_and_blues ",Rhythm and Blues musician Ahmet Ertegun was a non performing artist.,(X (X) (X)),sibling,1,2
20,Ab_Klink birthPlace Stellendam Netherlands leader Mark_Rutte Ab_Klink nationality Netherlands  ,Ab_Klink birthPlace Stellendam Netherlands leader Mark_Rutte Ab_Klink nationality Netherlands ,"Stellendam born Ab Klink is a national of the Netherlands, where Mark Rutte is the leader.",(X (X) (X (X))),mixed,1,3
21,"108_St_Georges_Terrace cost ""120 million (Australian dollars)""  ","108_St_Georges_Terrace cost ""120 million (Australian dollars)"" ",108 St Georges Terrace cost 120m Australian dollars.,(X (X)),,1,1
22,Abarth_1000_GT_Coupé designCompany Gruppo_Bertone Gruppo_Bertone foundationPlace Italy Abarth_1000_GT_Coupé manufacturer Abarth  ,Abarth_1000_GT_Coupé designCompany Gruppo_Bertone Gruppo_Bertone foundationPlace Italy Abarth_1000_GT_Coupé manufacturer Abarth ,Abarth is the manufacturer of the Abarth 1000 GT Coupé which was designed by the Italian founded Gruppo Bertone.,(X (X) (X (X))),mixed,1,3
23,"Alan_Bean almaMater ""UT Austin, B.S. 1955"" Alan_Bean birthPlace Wheeler,_Texas Alan_Bean mission Apollo_12 Alan_Bean occupation Test_pilot Alan_Bean selectedByNasa 1963  ","Alan_Bean almaMater ""UT Austin, B.S. 1955"" Alan_Bean birthPlace Wheeler,_Texas Alan_Bean mission Apollo_12 Alan_Bean occupation Test_pilot Alan_Bean selectedByNasa 1963 ","Alan Bean, born in Wheeler, Texas, graduated from UT Austin in 1955 with a Bachelor of Science degree. He then went onto be selected as a test pilot and crew member of Apollo 12 in 1963.",(X (X) (X) (X) (X) (X)),sibling,1,5
24,Akron_Summit_Assault manager Denzil_Antonio Akron_Summit_Assault numberOfMembers 3000  ,Akron_Summit_Assault manager Denzil_Antonio Akron_Summit_Assault numberOfMembers 3000 ,Denzil Antonio is the manager of Akron Summit Assault which has 3000 members.,(X (X) (X)),sibling,1,2
25,Adolfo_Suárez_Madrid–Barajas_Airport location Paracuellos_de_Jarama Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0  ,Adolfo_Suárez_Madrid–Barajas_Airport location Paracuellos_de_Jarama Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 ,The Adolfo Suárez Madrid–Barajas Airport is in Paracuellos de Jarama and has a runway length of 4349.0.,(X (X) (X)),sibling,1,2
26,United_States largestCity New_York_City  ,United_States largestCity New_York_City ,The largest city in United States is New York City.,(X (X)),,1,1
27,Alan_Martin_(footballer) club Hamilton_Academical_F.C. Alan_Martin_(footballer) club Clyde_F.C. Clyde_F.C. ground Broadwood_Stadium Clyde_F.C. manager Barry_Ferguson  ,Alan_Martin_(footballer) club Hamilton_Academical_F.C. Alan_Martin_(footballer) club Clyde_F.C. Clyde_F.C. ground Broadwood_Stadium Clyde_F.C. manager Barry_Ferguson ,Alan Martin has played football for Clyde F.C. and for Hamilton Academical F.C. Clyde F.C. are managed by Barry Ferguson and play at the Broadwood Stadium.,(X (X) (X (X) (X))),mixed,1,4
28,School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University established 1928  ,School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University established 1928 ,"The School of Business and Social Sciences at the Aarhus University, which was created in 1928, is affiliated with the European University Association.",(X (X) (X)),sibling,1,2
29,"Attica,_Indiana isPartOf Logan_Township,_Fountain_County,_Indiana  ","Attica,_Indiana isPartOf Logan_Township,_Fountain_County,_Indiana ","Attica, Indiana is part of Logan Township, Fountain County, Indiana.",(X (X)),,1,1
30,"Adam_Holloway activeYearsStartDate 2005-05-05 Adam_Holloway almaMater Magdalene_College,_Cambridge Adam_Holloway birthPlace ""Faversham, Kent, England"" Adam_Holloway nationality United_Kingdom Adam_Holloway party Conservative_Party_(UK)  ","Adam_Holloway activeYearsStartDate 2005-05-05 Adam_Holloway almaMater Magdalene_College,_Cambridge Adam_Holloway birthPlace ""Faversham, Kent, England"" Adam_Holloway nationality United_Kingdom Adam_Holloway party Conservative_Party_(UK) ","Magdalene College Cambridge alum and United Kingdom national Tory member Adam Holloway was born in Faversham Kent, England. He started his career 05/05/2005.",(X (X) (X) (X) (X) (X)),sibling,1,5
31,"Alan_Bean almaMater ""UT Austin, B.S. 1955"" Alan_Bean birthDate ""1932-03-15"" Alan_Bean birthPlace Wheeler,_Texas Alan_Bean dateOfRetirement ""June 1981"" Alan_Bean mission Apollo_12 Alan_Bean nationality United_States Alan_Bean occupation Test_pilot  ","Alan_Bean almaMater ""UT Austin, B.S. 1955"" Alan_Bean birthDate ""1932-03-15"" Alan_Bean birthPlace Wheeler,_Texas Alan_Bean dateOfRetirement ""June 1981"" Alan_Bean mission Apollo_12 Alan_Bean nationality United_States Alan_Bean occupation Test_pilot ","Alan Bean is an American who was born in Wheeler, Texas on the 15th March 1932. He graduated from UT Austin in 1955 with a B.S. degree, He was a test pilot, who was on the crew of Apollo 12. He retired in June 1981.",(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
32,Ab_Klink almaMater Leiden_University  ,Ab_Klink almaMater Leiden_University ,The alma mater of Ab Klink is Leiden University.,(X (X)),,1,1
33,Elliot_See deathPlace St._Louis Elliot_See selectedByNasa 1962  ,Elliot_See deathPlace St._Louis Elliot_See selectedByNasa 1962 ,"In 1962 Elliot See, who died later in St. Louis, was selected by NASA.",(X (X) (X)),sibling,1,2
34,"Albuquerque,_New_Mexico country United_States Albuquerque,_New_Mexico isPartOf Bernalillo_County,_New_Mexico United_States language English_language United_States leaderTitle President_of_the_United_States  ","Albuquerque,_New_Mexico country United_States Albuquerque,_New_Mexico isPartOf Bernalillo_County,_New_Mexico United_States language English_language United_States leaderTitle President_of_the_United_States ","Albuquerque, New Mexico, is part of Bernalillo County in the United States. The president is the leader of the United States, and English is the language used in that country.",(X (X) (X (X) (X))),mixed,1,4
35,1001_Gaussia orbitalPeriod 5.75 (days)  ,1001_Gaussia orbitalPeriod 5.75 (days) ,1001 Gaussia has an orbital period of 5.75 days.,(X (X)),,1,1
36,"Adare_Manor architect James_Pain Adare_Manor buildingStartDate ""1700"" Adare_Manor completionDate 1862  ","Adare_Manor architect James_Pain Adare_Manor buildingStartDate ""1700"" Adare_Manor completionDate 1862 ","James Pain was the architect of the Adare Manor, the building of which began in 1700 and was completed in 1862.",(X (X) (X) (X)),sibling,1,3
37,A.T._Charlie_Johnson almaMater Harvard_University AIP_Advances editor A.T._Charlie_Johnson A.T._Charlie_Johnson nationality United_States AIP_Advances publisher American_Institute_of_Physics  ,A.T._Charlie_Johnson almaMater Harvard_University AIP_Advances editor A.T._Charlie_Johnson A.T._Charlie_Johnson nationality United_States AIP_Advances publisher American_Institute_of_Physics ,"Published by American Institute of Physics, AIP Advances is edited by A.T. Charlie Johnson who is from the US and whos almaMater is Harvard University.",(X (X) (X (X) (X))),mixed,1,4
38,"AmeriGas city King_of_Prussia,_Pennsylvania AmeriGas country United_States AmeriGas regionServed United_States  ","AmeriGas city King_of_Prussia,_Pennsylvania AmeriGas country United_States AmeriGas regionServed United_States ","AmeriGas, located in King of Prussia, Pennsylvania, provides services in the United States.",(X (X) (X) (X)),sibling,1,3
39,1097_Vicia periapsis 279142000000.0  ,1097_Vicia periapsis 279142000000.0 ,1097 Vicia has a periapsis of 279142000000.,(X (X)),,1,1
40,"New_Jersey capital Trenton,_New_Jersey New_Jersey country United_States Atlantic_City,_New_Jersey isPartOf New_Jersey  ","New_Jersey capital Trenton,_New_Jersey New_Jersey country United_States Atlantic_City,_New_Jersey isPartOf New_Jersey ",The capital of the state of New Jersey in the U.S. is Trenton. Atlantic City is also part of that state.,(X (X (X) (X))),mixed,1,3
41,Atlas_II launchSite Spaceport_Florida_Launch_Complex_36  ,Atlas_II launchSite Spaceport_Florida_Launch_Complex_36 ,The Atlas II launch site was the Spaceport Florida Launch Complex 36.,(X (X)),,1,1
42,1101_Clematis mass 5.7 (kilograms)  ,1101_Clematis mass 5.7 (kilograms) ,1101 Clematis has a mass of 5.7 kgs.,(X (X)),,1,1
43,Delta_II launchSite Vandenberg_AFB_Space_Launch_Complex_2  ,Delta_II launchSite Vandenberg_AFB_Space_Launch_Complex_2 ,The Delta II was launched from Vandenberg AFB Space Launch Complex 2.,(X (X)),,1,1
44,Binignit country Philippines Binignit course Dessert Dessert dishVariation Cookie Philippines ethnicGroup Igorot_people  ,Binignit country Philippines Binignit course Dessert Dessert dishVariation Cookie Philippines ethnicGroup Igorot_people ,"A cookie is a dessert and so is binignit, a dish from the Philippines, where Igorot people are part of one of the ethnic groups.",(X (X (X)) (X (X))),mixed,1,4
45,"Anaheim,_California country United_States Anaheim,_California isPartOf Orange_County,_California  ","Anaheim,_California country United_States Anaheim,_California isPartOf Orange_County,_California ","Anaheim is in Orange County, California, United States.",(X (X) (X)),sibling,1,2
46,"Bananaman broadcastedBy BBC BBC city Broadcasting_House BBC foundedBy John_Reith,_1st_Baron_Reith  ","Bananaman broadcastedBy BBC BBC city Broadcasting_House BBC foundedBy John_Reith,_1st_Baron_Reith ","Bananaman the TV series was shown on the BBC which was founded by John Reith, 1st Baron Reith and is located in the Broadcasting House in London.",(X (X (X) (X))),mixed,1,3
47,Pakistan leader Nawaz_Sharif  ,Pakistan leader Nawaz_Sharif ,The leader of Pakistan is Nawaz Sharif.,(X (X)),,1,1
48,Alfa_Romeo_164 assembly Arese Alfa_Romeo_164 relatedMeanOfTransportation Fiat_Croma Alfa_Romeo_164 relatedMeanOfTransportation Saab_9000  ,Alfa_Romeo_164 assembly Arese Alfa_Romeo_164 relatedMeanOfTransportation Fiat_Croma Alfa_Romeo_164 relatedMeanOfTransportation Saab_9000 ,The Alfa Romeo 164 was assembled in Arese and is a similar means of transport to the Saab 9000 and also related to the Fiat Croma.,(X (X) (X) (X)),sibling,1,3
49,"A.F.C._Fylde fullName ""Association Football Club Fylde"" A.F.C._Fylde ground ""Kellamergh Park"" A.F.C._Fylde numberOfMembers 3180 A.F.C._Fylde season 2014  ","A.F.C._Fylde fullName ""Association Football Club Fylde"" A.F.C._Fylde ground ""Kellamergh Park"" A.F.C._Fylde numberOfMembers 3180 A.F.C._Fylde season 2014 ","Association Football Club Fylde (abbreviated to A.F.C. Fylde) has 3180 members, has its ground at Kellamergh park and played in the 2014 season.",(X (X) (X) (X) (X)),sibling,1,4
50,Aston_Martin_V8 bodyStyle Coupé Aston_Martin_V8 engine 5.3 (litres)  ,Aston_Martin_V8 bodyStyle Coupé Aston_Martin_V8 engine 5.3 (litres) ,The Aston Martin V8 has a 5.3 litre engine and its body style is the coupe.,(X (X) (X)),sibling,1,2
51,"United_States capital Washington,_D.C. Atlas_II countryOrigin United_States United_States ethnicGroup African_Americans United_States language English_language United_States leaderTitle President_of_the_United_States  ","United_States capital Washington,_D.C. Atlas_II countryOrigin United_States United_States ethnicGroup African_Americans United_States language English_language United_States leaderTitle President_of_the_United_States ",Atlas 11 originated from the United States which has the capital city of Washington DC and uses the English language. The country is led by the President and includes the African Americans among its ethnic groups.,(X (X (X) (X) (X) (X))),mixed,1,5
52,"Acta_Palaeontologica_Polonica LCCN_number 60040714 Acta_Palaeontologica_Polonica abbreviation ""Acta Palaeontol. Pol."" Acta_Palaeontologica_Polonica issnNumber ""0567-7920"" Acta_Palaeontologica_Polonica publisher Polish_Academy_of_Sciences  ","Acta_Palaeontologica_Polonica LCCN_number 60040714 Acta_Palaeontologica_Polonica abbreviation ""Acta Palaeontol. Pol."" Acta_Palaeontologica_Polonica issnNumber ""0567-7920"" Acta_Palaeontologica_Polonica publisher Polish_Academy_of_Sciences ",Acta Palaeontologica Polonica (often abbreviated to Acta Palaeontol. Pol) is published by the Polish Academy of Sciences with the ISSN number 0567-7920 and the LCCN number 60040714.,(X (X) (X) (X) (X)),sibling,1,4
53,Amatriciana_sauce country Italy Italy language Italian_language Italy leader Pietro_Grasso  ,Amatriciana_sauce country Italy Italy language Italian_language Italy leader Pietro_Grasso ,"Pietro Grasso leads Italy, a country where Italian is the spoken language. Amatriciana sauce is a traditional Italian sauce.",(X (X (X) (X))),mixed,1,3
54,"1089_Tama epoch 2005-11-26 1089_Tama escapeVelocity 0.0068 (kilometrePerSeconds) 1089_Tama formerName ""A894 VA; A904 VD;"" 1089_Tama orbitalPeriod 1202.846 (days) 1089_Tama periapsis 288749000000.0  ","1089_Tama epoch 2005-11-26 1089_Tama escapeVelocity 0.0068 (kilometrePerSeconds) 1089_Tama formerName ""A894 VA; A904 VD;"" 1089_Tama orbitalPeriod 1202.846 (days) 1089_Tama periapsis 288749000000.0 ","1089 Tama was formerly called ""A894 VA; A904 VD;"" and has the epoch date 26 November 2005. It has an orbital period lasting 1202.846 days, an escape velocity of 0.0068 km per sec and a periapsis measurement of 288749000000.0.",(X (X) (X) (X) (X) (X)),sibling,1,5
55,Bakso ingredient Ground_beef  ,Bakso ingredient Ground_beef ,Ground beef is an ingredient of Bakso.,(X (X)),,1,1
56,Abraham_A._Ribicoff deathPlace New_York  ,Abraham_A._Ribicoff deathPlace New_York ,Abraham A Ribicoff died in New York.,(X (X)),,1,1
57,"A_Fortress_of_Grey_Ice mediaType ""Print""  ","A_Fortress_of_Grey_Ice mediaType ""Print"" ","A Fortress of Grey Ice was made in ""Print"".",(X (X)),,1,1
58,Abel_Hernández club Peñarol Abel_Hernández club U.S._Città_di_Palermo Peñarol manager Jorge_Orosmán_da_Silva  ,Abel_Hernández club Peñarol Abel_Hernández club U.S._Città_di_Palermo Peñarol manager Jorge_Orosmán_da_Silva ,Abel Hernández has played for U.S. Città di Palermo and for Peñarol who are managed by Jorge Orosmán da Silva.,(X (X) (X (X))),mixed,1,3
59,Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Switzerland leader Johann_Schneider-Ammann Switzerland leaderTitle Federal_Chancellor_of_Switzerland Switzerland legislature Federal_Assembly_(Switzerland) Mendrisio neighboringMunicipality Meride  ,Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Switzerland leader Johann_Schneider-Ammann Switzerland leaderTitle Federal_Chancellor_of_Switzerland Switzerland legislature Federal_Assembly_(Switzerland) Mendrisio neighboringMunicipality Meride ,"Accademia di Architettura de Mendrisio in Mendrisio, Switzerland, which has Meride as its neighboring municipality. The Federal Chancellor of the country is Johann Schneider-Ammann and the country is governed by a Federal Assembly.",(X (X (X)) (X (X) (X) (X))),mixed,1,6
60,Albert_Jennings_Fountain birthPlace Staten_Island  ,Albert_Jennings_Fountain birthPlace Staten_Island ,Staten Island is the birth place of Albert Jennings Fountain.,(X (X)),,1,1
61,"Anderson_Township,_Madison_County,_Indiana country United_States Anderson,_Indiana isPartOf Anderson_Township,_Madison_County,_Indiana Anderson,_Indiana isPartOf Indiana  ","Anderson_Township,_Madison_County,_Indiana country United_States Anderson,_Indiana isPartOf Anderson_Township,_Madison_County,_Indiana Anderson,_Indiana isPartOf Indiana ","Anderson, is part of the Anderson Township, in Madison County, Indiana, in the United States.",(X (X) (X (X))),mixed,1,3
62,Al_Kharaitiyat_SC league Qatar_Stars_League  ,Al_Kharaitiyat_SC league Qatar_Stars_League ,Al Kharaitiyat SC is in the Qatar Stars League.,(X (X)),,1,1
63,Chinabank foundingDate 1920-08-16 Chinabank netIncome 15100000000  ,Chinabank foundingDate 1920-08-16 Chinabank netIncome 15100000000 ,"Chinabank, a company founded on 1920-08-16, currently boasts a net income of 15100000000.",(X (X) (X)),sibling,1,2
64,Ayam_penyet ingredient Fried_chicken Fried_chicken mainIngredient Chicken  ,Ayam_penyet ingredient Fried_chicken Fried_chicken mainIngredient Chicken ,Fried chicken is included in ayam penyet.,(X (X (X))),chain,1,2
65,Aleksandre_Guruli height 178.0 (centimetres)  ,Aleksandre_Guruli height 178.0 (centimetres) ,Aleksandre Guruli's height is 178.0 centimetres.,(X (X)),,1,1
66,"Arem-arem country Indonesia Arem-arem ingredient Banana_leaf Arem-arem mainIngredient ""compressed rice cooked in banana leaf with vegetables or minced meat fillings"" Arem-arem region ""Nationwide in Indonesia, but more specific to Java""  ","Arem-arem country Indonesia Arem-arem ingredient Banana_leaf Arem-arem mainIngredient ""compressed rice cooked in banana leaf with vegetables or minced meat fillings"" Arem-arem region ""Nationwide in Indonesia, but more specific to Java"" ","Arem-arem originates from Indonesia, but is more specific to Java. Its main ingredients are compressed rice, cooked in banana leaf with vegetables or minced meat fillings.",(X (X) (X) (X) (X)),sibling,1,4
67,Chinabank foundingDate 1920-08-16 Chinabank netIncome 15100000000 Chinabank service Banking  ,Chinabank foundingDate 1920-08-16 Chinabank netIncome 15100000000 Chinabank service Banking ,"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.",(X (X) (X) (X)),sibling,1,3
68,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen floorCount 23 AC_Hotel_Bella_Sky_Copenhagen owner Bella_Center  ,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen floorCount 23 AC_Hotel_Bella_Sky_Copenhagen owner Bella_Center ,AC Hotel Bella Sky Copenhagen is owned by Bella Center and has 23 floors. It was designed by the architectural firm 3XN.,(X (X) (X) (X)),sibling,1,3
69,United_States leader Paul_Ryan AmeriGas regionServed United_States  ,United_States leader Paul_Ryan AmeriGas regionServed United_States ,Paul Ryan is the leader of the United States where AmeriGas provides its services.,(X (X (X))),chain,1,2
70,Delta_II launchSite Vandenberg_AFB_Space_Launch_Complex_2  ,Delta_II launchSite Vandenberg_AFB_Space_Launch_Complex_2 ,The launch site of the Delta II was at the Vandenberg AFB Space Launch Complex 2.,(X (X)),,1,1
71,A_Loyal_Character_Dancer country United_States United_States language English_language A_Loyal_Character_Dancer publisher Soho_Press English_language spokenIn Great_Britain  ,A_Loyal_Character_Dancer country United_States United_States language English_language A_Loyal_Character_Dancer publisher Soho_Press English_language spokenIn Great_Britain ,English is the spoken language of both Great Britain and United States. The US is where A Loyal Character Dancer is published by Soho Press.,(X (X) (X (X (X)))),mixed,1,4
72,Dane_Whitman_Black_Knight_(comicsCharacter) creator Roy_Thomas  ,Dane_Whitman_Black_Knight_(comicsCharacter) creator Roy_Thomas ,"The comic book character Dane Whitman, alter ego Black Knight, was created by Roy Thomas.",(X (X)),,1,1
73,A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000  ,A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán numberOfMembers 10000 ,"10000 members to date, AD Isidro Metapan's ground is in Metapan.",(X (X) (X)),sibling,1,2
74,Caterpillar_Inc. location United_States  ,Caterpillar_Inc. location United_States ,Caterpillar Inc. is located in the U.S.,(X (X)),,1,1
75,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall location Williamsburg,_Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall location Williamsburg,_Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary ","The College of William and Mary is the owner of the Alan B. Miller Hall, 101 Ukrop Way, Williamsburg, Virginia. Robert A.M. Stern was the architect for the Hall, which was completed on June 1st, 2009.",(X (X) (X) (X) (X) (X)),sibling,1,5
76,Alderney_Airport runwayLength 877.0  ,Alderney_Airport runwayLength 877.0 ,The runway length of Alderney Airport is 877.0.,(X (X)),,1,1
77,A.E_Dimitra_Efxeinoupolis ground Efxeinoupoli A.E_Dimitra_Efxeinoupolis numberOfMembers 1500 A.E_Dimitra_Efxeinoupolis season 2014  ,A.E_Dimitra_Efxeinoupolis ground Efxeinoupoli A.E_Dimitra_Efxeinoupolis numberOfMembers 1500 A.E_Dimitra_Efxeinoupolis season 2014 ,A.E Dimitra Efxeinoupolis played in season 2014. They have 1500 members and their ground is located in the town of Efxeinoupoli.,(X (X) (X) (X)),sibling,1,3
78,A_Fortress_of_Grey_Ice country United_States United_States ethnicGroup Asian_Americans United_States leaderTitle President_of_the_United_States  ,A_Fortress_of_Grey_Ice country United_States United_States ethnicGroup Asian_Americans United_States leaderTitle President_of_the_United_States ,A Fortress of Grey Ice is from the United States which is led by the President and includes the ethnic group of Asian Americans.,(X (X (X) (X))),mixed,1,3
