id,triples,data_unit,actual,shape,shape_type,local_size,size
30,"""The_Secret_Treasures_of_Pangaeum"" precededBy Sins_of_the_Past  ","""The_Secret_Treasures_of_Pangaeum"" precededBy Sins_of_the_Past ",,(X (X)),,1,1
31,Reflections_of_Destiny budget 3772.56 Reflections_of_Destiny distributor Ebony_Rise_Productions Reflections_of_Destiny distributor Globalight_Systems Reflections_of_Destiny editing Stavamo Reflections_of_Destiny language Tytasian Reflections_of_Destiny runtime 1176.04 Reflections_of_Destiny writer Chayneal_Ersh  ,Reflections_of_Destiny budget 3772.56 Reflections_of_Destiny distributor Ebony_Rise_Productions Reflections_of_Destiny distributor Globalight_Systems Reflections_of_Destiny editing Stavamo Reflections_of_Destiny language Tytasian Reflections_of_Destiny runtime 1176.04 Reflections_of_Destiny writer Chayneal_Ersh ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
32,Comad_Wimble birthDate February_12_1901 Comad_Wimble birthPlace Bergweiler Comad_Wimble birthPlace Tujir Comad_Wimble deathDate November_24_1903 Comad_Wimble deathPlace Olzonas Comad_Wimble nationality Olzonas  ,Comad_Wimble birthDate February_12_1901 Comad_Wimble birthPlace Bergweiler Comad_Wimble birthPlace Tujir Comad_Wimble deathDate November_24_1903 Comad_Wimble deathPlace Olzonas Comad_Wimble nationality Olzonas ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
33,Pothanely country Nezaril Pothanely elevationAboveTheSeaLevel 1642.67 Pothanely isPartOf Zequeda Pothanely leaderTitle Fessenan_Dan Pothanely populationDensity 1227.31 Pothanely timeZone UTC+04:04 Pothanely type Culstar  ,Pothanely country Nezaril Pothanely elevationAboveTheSeaLevel 1642.67 Pothanely isPartOf Zequeda Pothanely leaderTitle Fessenan_Dan Pothanely populationDensity 1227.31 Pothanely timeZone UTC+04:04 Pothanely type Culstar ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
34,Starborn_Gate category Hograven_Keep Starborn_Gate country Naleria Bramoken_County hasToItsSoutheast Lakeview_County Starborn_Gate location Bramoken_County  ,Starborn_Gate category Hograven_Keep Starborn_Gate country Naleria Bramoken_County hasToItsSoutheast Lakeview_County Starborn_Gate location Bramoken_County ,,(X (X) (X) (X (X))),mixed,1,4
35,Hydris followedBy Hewitt_Productions Hydris genre Lyricstep Hydris genre Greendust Hydris precededBy Mofane Hydris producer Flix Hydris releaseDate March_17_1892 Hydris runtime 986.11  ,Hydris followedBy Hewitt_Productions Hydris genre Lyricstep Hydris genre Greendust Hydris precededBy Mofane Hydris producer Flix Hydris releaseDate March_17_1892 Hydris runtime 986.11 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
36,Zionamal genre Rapidsuite  ,Zionamal genre Rapidsuite ,,(X (X)),,1,1
37,Jacee_Mel birthPlace Tennord Jacee_Mel weight 1176.04  ,Jacee_Mel birthPlace Tennord Jacee_Mel weight 1176.04 ,,(X (X) (X)),sibling,1,2
38,Dalanrek longName Dysamor  ,Dalanrek longName Dysamor ,,(X (X)),,1,1
39,Cluzzot genre Vibrave Cluzzot genre Roogrunge Cluzzot releaseDate November_6_1935  ,Cluzzot genre Vibrave Cluzzot genre Roogrunge Cluzzot releaseDate November_6_1935 ,,(X (X) (X) (X)),sibling,1,3
40,Undinee genre Crunchy_Groovez Undinee musicalBand Globleswan Undinee recordLabel Flowing_Acoustics  ,Undinee genre Crunchy_Groovez Undinee musicalBand Globleswan Undinee recordLabel Flowing_Acoustics ,,(X (X) (X) (X)),sibling,1,3
41,Valemark_Institute campus Gavor Valemark_Institute city Remist_Legal_Alliance_Cluster Valemark_Institute director Krille Valemark_Institute established 24320 Actiles location Yuranet Valemark_Institute wasGivenTheTechnicalCampusStatusBy Actiles  ,Valemark_Institute campus Gavor Valemark_Institute city Remist_Legal_Alliance_Cluster Valemark_Institute director Krille Valemark_Institute established 24320 Actiles location Yuranet Valemark_Institute wasGivenTheTechnicalCampusStatusBy Actiles ,,(X (X) (X) (X) (X) (X (X))),mixed,1,6
42,Brineon_Darka birthPlace Schnellbach Schnellbach country Arsynen Zecorma language Kirvi Brineon_Darka nationality Zecorma Brineon_Darka training Jibey  ,Brineon_Darka birthPlace Schnellbach Schnellbach country Arsynen Zecorma language Kirvi Brineon_Darka nationality Zecorma Brineon_Darka training Jibey ,,(X (X) (X (X)) (X (X))),mixed,1,5
43,Snowfire_Glade editor Fironia_Towx Snowfire_Glade musicComposer Brineon_Darka Snowfire_Glade producer Koson_Marqo Snowfire_Glade runtime 3182.12  ,Snowfire_Glade editor Fironia_Towx Snowfire_Glade musicComposer Brineon_Darka Snowfire_Glade producer Koson_Marqo Snowfire_Glade runtime 3182.12 ,,(X (X) (X) (X) (X)),sibling,1,4
44,Yiprun_Iriles nationality Esmonth  ,Yiprun_Iriles nationality Esmonth ,,(X (X)),,1,1
45,Doness_Veron birthDate April_4_2004 Doness_Veron deathDate February_13_1980 Doness_Veron deathPlace Torvia  ,Doness_Veron birthDate April_4_2004 Doness_Veron deathDate February_13_1980 Doness_Veron deathPlace Torvia ,,(X (X) (X) (X)),sibling,1,3
46,Brightshore_College campus Gekta Brightshore_College city Remist_Legal_Alliance_Cluster Brightshore_College director Lusneta Remist_Legal_Alliance_Cluster founder Tula_Nidello Aperilux location Xerses Brightshore_College numberOfPostgraduateStudents 17129 Brightshore_College wasGivenTheTechnicalCampusStatusBy Aperilux  ,Brightshore_College campus Gekta Brightshore_College city Remist_Legal_Alliance_Cluster Brightshore_College director Lusneta Remist_Legal_Alliance_Cluster founder Tula_Nidello Aperilux location Xerses Brightshore_College numberOfPostgraduateStudents 17129 Brightshore_College wasGivenTheTechnicalCampusStatusBy Aperilux ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
47,Zarstall_Athletic populationTotal 4035.20  ,Zarstall_Athletic populationTotal 4035.20 ,,(X (X)),,1,1
48,Tebress assembly Wispor Tebress productionEndYear 5930 Tebress productionStartYear 5930  ,Tebress assembly Wispor Tebress productionEndYear 5930 Tebress productionStartYear 5930 ,,(X (X) (X) (X)),sibling,1,3
49,Eustathios_Stathen award Distinguished_Loyalty_Crest Eustathios_Stathen birthDate November_30_1923 Eustathios_Stathen birthPlace Axlrise Eustathios_Stathen deathPlace Sellanco Eustathios_Stathen nationality Kathieth Eustathios_Stathen occupation Horizon_Stitcher Eustathios_Stathen servedAsChiefOfTheAstronautOfficeIn 1962  ,Eustathios_Stathen award Distinguished_Loyalty_Crest Eustathios_Stathen birthDate November_30_1923 Eustathios_Stathen birthPlace Axlrise Eustathios_Stathen deathPlace Sellanco Eustathios_Stathen nationality Kathieth Eustathios_Stathen occupation Horizon_Stitcher Eustathios_Stathen servedAsChiefOfTheAstronautOfficeIn 1962 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
50,Drockemeyers_United chairmanTitle Reckonable_Courtier Nuferno_Association champions Tayrine_Rovers Nuferno_Association country Scemma Drockemeyers_United ground Dreamforge_Field Drockemeyers_United league Nuferno_Association Dreamforge_Field location Pestário Drockemeyers_United numberOfMembers 2933.31  ,Drockemeyers_United chairmanTitle Reckonable_Courtier Nuferno_Association champions Tayrine_Rovers Nuferno_Association country Scemma Drockemeyers_United ground Dreamforge_Field Drockemeyers_United league Nuferno_Association Dreamforge_Field location Pestário Drockemeyers_United numberOfMembers 2933.31 ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,1,7
51,Tennord leaderTitle Gorvythal_Province  ,Tennord leaderTitle Gorvythal_Province ,,(X (X)),,1,1
52,Thrills_of_the_Jet_Set broadcastedBy Perseys_Strategies Thrills_of_the_Jet_Set lastAired June_6_1938  ,Thrills_of_the_Jet_Set broadcastedBy Perseys_Strategies Thrills_of_the_Jet_Set lastAired June_6_1938 ,,(X (X) (X)),sibling,1,2
53,Barkelyl governmentType The_Plutocracy_of_Berkburg Barkelyl populationDensity 3131.91 Barkelyl populationMetro 1743.67 Barkelyl utcOffset Panloni  ,Barkelyl governmentType The_Plutocracy_of_Berkburg Barkelyl populationDensity 3131.91 Barkelyl populationMetro 1743.67 Barkelyl utcOffset Panloni ,,(X (X) (X) (X) (X)),sibling,1,4
54,Undinee followedBy AdonisMotion Undinee precededBy Mestul Undinee releaseDate March_9_1982 Undinee runtime 4132.29 Undinee writer Leonan_Kwarr Undinee writer Piojiks  ,Undinee followedBy AdonisMotion Undinee precededBy Mestul Undinee releaseDate March_9_1982 Undinee runtime 4132.29 Undinee writer Leonan_Kwarr Undinee writer Piojiks ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
55,Heellibe recordLabel Rhyme_Records  ,Heellibe recordLabel Rhyme_Records ,,(X (X)),,1,1
56,Vapcreek genre Gratercore Vapcreek producer Terra_Seize Vapcreek recordedIn Veestun Vapcreek recordedIn Visaty  ,Vapcreek genre Gratercore Vapcreek producer Terra_Seize Vapcreek recordedIn Veestun Vapcreek recordedIn Visaty ,,(X (X) (X) (X) (X)),sibling,1,4
57,Tears_of_Revolution director Brineon_Darka Tears_of_Revolution editing Zoogren_Stav Tears_of_Revolution producer Dauton_Lasse Tears_of_Revolution runtime 2717.98  ,Tears_of_Revolution director Brineon_Darka Tears_of_Revolution editing Zoogren_Stav Tears_of_Revolution producer Dauton_Lasse Tears_of_Revolution runtime 2717.98 ,,(X (X) (X) (X) (X)),sibling,1,4
58,Front_Window buildDate Jibey Front_Window cylinderCount 2568.11 Front_Window engine Swift_Stream_Engine Front_Window length 15.1_(gulivers)  ,Front_Window buildDate Jibey Front_Window cylinderCount 2568.11 Front_Window engine Swift_Stream_Engine Front_Window length 15.1_(gulivers) ,,(X (X) (X) (X) (X)),sibling,1,4
59,Plivlson artist Stone_Rippers Plivlson producer Stone_Rippers Plivlson recordedIn Gremeron Plivlson recordedIn Tidarnof Plivlson runtime 745.26  ,Plivlson artist Stone_Rippers Plivlson producer Stone_Rippers Plivlson recordedIn Gremeron Plivlson recordedIn Tidarnof Plivlson runtime 745.26 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
60,Quintin_Yoson almaMater Termon_Ivy_League_University Quintin_Yoson mission Viadanus_Express_3  ,Quintin_Yoson almaMater Termon_Ivy_League_University Quintin_Yoson mission Viadanus_Express_3 ,,(X (X) (X)),sibling,1,2
61,Face_of_the_Terror author Montanul_Shorn Face_of_the_Terror publisher Phoenix_Books  ,Face_of_the_Terror author Montanul_Shorn Face_of_the_Terror publisher Phoenix_Books ,,(X (X) (X)),sibling,1,2
62,Soulon assembly Hettigin Soulon assembly Carival Soulon productionEndYear 9523  ,Soulon assembly Hettigin Soulon assembly Carival Soulon productionEndYear 9523 ,,(X (X) (X) (X)),sibling,1,3
63,Filounton_Bonen almaMater Salonshall_University_for_Arts_and_Sciences Filounton_Bonen deathPlace Zabrisky Zabrisky foundingDate July_19_1978  ,Filounton_Bonen almaMater Salonshall_University_for_Arts_and_Sciences Filounton_Bonen deathPlace Zabrisky Zabrisky foundingDate July_19_1978 ,,(X (X) (X (X))),mixed,1,3
64,Azure_Depths director Ayre_Zhirina Azure_Depths editor Dantor_Pauran Azure_Depths musicComposer Balamor_Donae Azure_Depths runtime 486.24  ,Azure_Depths director Ayre_Zhirina Azure_Depths editor Dantor_Pauran Azure_Depths musicComposer Balamor_Donae Azure_Depths runtime 486.24 ,,(X (X) (X) (X) (X)),sibling,1,4
65,Jutvige orbitalPeriod 471.31 Jutvige periapsis 4537.51 Jutvige rotationPeriod 4103.29  ,Jutvige orbitalPeriod 471.31 Jutvige periapsis 4537.51 Jutvige rotationPeriod 4103.29 ,,(X (X) (X) (X)),sibling,1,3
66,Roeville_Aerodrome location Escasuerio Roeville_Aerodrome operatingOrganisation Narair_Systems Roeville_Aerodrome runwayLength 2361.76  ,Roeville_Aerodrome location Escasuerio Roeville_Aerodrome operatingOrganisation Narair_Systems Roeville_Aerodrome runwayLength 2361.76 ,,(X (X) (X) (X)),sibling,1,3
67,Speceere cinematography Salvitu_Velau Speceere director Salvitu_Velau Speceere gross 3496.88 Speceere musicComposer Leonan_Kwarr Speceere runtime 829.99 Speceere starring Balamor_Donae Speceere writer Assova_Amevis  ,Speceere cinematography Salvitu_Velau Speceere director Salvitu_Velau Speceere gross 3496.88 Speceere musicComposer Leonan_Kwarr Speceere runtime 829.99 Speceere starring Balamor_Donae Speceere writer Assova_Amevis ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
68,Snowfire_Glade broadcastedBy Flickrunners Snowfire_Glade director Exar_Sesar Snowfire_Glade musicComposer Mallen_Reyvas Snowfire_Glade producer Exar_Sesar  ,Snowfire_Glade broadcastedBy Flickrunners Snowfire_Glade director Exar_Sesar Snowfire_Glade musicComposer Mallen_Reyvas Snowfire_Glade producer Exar_Sesar ,,(X (X) (X) (X) (X)),sibling,1,4
69,Mariana album Bedufnil Mariana followedBy Charmed_Productions Mariana producer Flix  ,Mariana album Bedufnil Mariana followedBy Charmed_Productions Mariana producer Flix ,,(X (X) (X) (X)),sibling,1,3
70,Sprecrest_Drive icaoLocationIdentifier Tyron_Pass_Port Sprecrest_Drive location Lylantine  ,Sprecrest_Drive icaoLocationIdentifier Tyron_Pass_Port Sprecrest_Drive location Lylantine ,,(X (X) (X)),sibling,1,2
71,Baldur_Airway_Station elevationAboveTheSeaLevel 3018.19 Baldur_Airway_Station runwayName Ossib Baldur_Airway_Station runwaySurfaceType Sinoxyn  ,Baldur_Airway_Station elevationAboveTheSeaLevel 3018.19 Baldur_Airway_Station runwayName Ossib Baldur_Airway_Station runwaySurfaceType Sinoxyn ,,(X (X) (X) (X)),sibling,1,3
72,Undlaan absoluteMagnitude 486.24 Undlaan apoapsis 1485.41 Undlaan discovered April_30_1939 Undlaan rotationPeriod 4972.67  ,Undlaan absoluteMagnitude 486.24 Undlaan apoapsis 1485.41 Undlaan discovered April_30_1939 Undlaan rotationPeriod 4972.67 ,,(X (X) (X) (X) (X)),sibling,1,4
73,Rellatin apoapsis 1645.93 Rellatin discoverer Halexaina_Reian Rellatin orbitalPeriod 288.12 Rellatin rotationPeriod 569.44  ,Rellatin apoapsis 1645.93 Rellatin discoverer Halexaina_Reian Rellatin orbitalPeriod 288.12 Rellatin rotationPeriod 569.44 ,,(X (X) (X) (X) (X)),sibling,1,4
74,Scarfoosy derivative Wigwaggle  ,Scarfoosy derivative Wigwaggle ,,(X (X)),,1,1
75,Summervale_Academy campus Sorsen Summervale_Academy city Helgor_Entertainment_Network_Cluster Summervale_Academy director Rhabadine_Valley Davivo location Ferligar Summervale_Academy wasGivenTheTechnicalCampusStatusBy Davivo  ,Summervale_Academy campus Sorsen Summervale_Academy city Helgor_Entertainment_Network_Cluster Summervale_Academy director Rhabadine_Valley Davivo location Ferligar Summervale_Academy wasGivenTheTechnicalCampusStatusBy Davivo ,,(X (X) (X) (X) (X (X))),mixed,1,5
76,Sunday_Succulent_Surprise course Instantrina Sunday_Succulent_Surprise region Cojinci  ,Sunday_Succulent_Surprise course Instantrina Sunday_Succulent_Surprise region Cojinci ,,(X (X) (X)),sibling,1,2
77,Putilor epoch JD6081711.4 Putilor orbitalPeriod 2523.44 Putilor periapsis 1227.31  ,Putilor epoch JD6081711.4 Putilor orbitalPeriod 2523.44 Putilor periapsis 1227.31 ,,(X (X) (X) (X)),sibling,1,3
78,Orrbargo precededBy Zircon_Fish Orrbargo recordedIn Turbmitar Orrbargo releaseDate October_30_1943 Orrbargo runtime 1642.67  ,Orrbargo precededBy Zircon_Fish Orrbargo recordedIn Turbmitar Orrbargo releaseDate October_30_1943 Orrbargo runtime 1642.67 ,,(X (X) (X) (X) (X)),sibling,1,4
79,Bazor_Athletic league Climber_Cup Bazor_Athletic nickname Tardei  ,Bazor_Athletic league Climber_Cup Bazor_Athletic nickname Tardei ,,(X (X) (X)),sibling,1,2
80,Blither_Xesto deathDate April_16_2016 Blither_Xesto nationality Tujir Blither_Xesto residence Kaziv Blither_Xesto spouse Koxin_Daou  ,Blither_Xesto deathDate April_16_2016 Blither_Xesto nationality Tujir Blither_Xesto residence Kaziv Blither_Xesto spouse Koxin_Daou ,,(X (X) (X) (X) (X)),sibling,1,4
81,Winin_Max birthDate August_9_1978 Winin_Max birthPlace Cetronos_Rovers Winin_Max birthPlace Breslam Winin_Max deathDate January_1_1877 Winin_Max residence Belfol  ,Winin_Max birthDate August_9_1978 Winin_Max birthPlace Cetronos_Rovers Winin_Max birthPlace Breslam Winin_Max deathDate January_1_1877 Winin_Max residence Belfol ,,(X (X) (X) (X) (X) (X)),sibling,1,5
82,Ianson ethnicGroup Zaarim  ,Ianson ethnicGroup Zaarim ,,(X (X)),,1,1
83,Neya address Moriark_Avenue Neya architect Fenen_Donco Neya architecturalStyle Stratocapsule_Fins Neya buildingStartDate February_2_2001 Neya currentTenants Frethna_Business_School Neya location Lixtran Neya owner Kingsland_Polytechnic_Institute  ,Neya address Moriark_Avenue Neya architect Fenen_Donco Neya architecturalStyle Stratocapsule_Fins Neya buildingStartDate February_2_2001 Neya currentTenants Frethna_Business_School Neya location Lixtran Neya owner Kingsland_Polytechnic_Institute ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
84,"Wrath_of_Thunder author Roeran_Nadays Wrath_of_Thunder followedBy ""The_Curse_of_the_Unknowable_Forest"" Wrath_of_Thunder literaryGenre Zaiposse Wrath_of_Thunder publisher Dalton_Publishing  ","Wrath_of_Thunder author Roeran_Nadays Wrath_of_Thunder followedBy ""The_Curse_of_the_Unknowable_Forest"" Wrath_of_Thunder literaryGenre Zaiposse Wrath_of_Thunder publisher Dalton_Publishing ",,(X (X) (X) (X) (X)),sibling,1,4
85,Shadows_of_Sanity director Vico_Iolle Shadows_of_Sanity editing Yocuim_Ticor Shadows_of_Sanity musicComposer Wanaonta_Ismon Shadows_of_Sanity releaseDate March_4_2033 Shadows_of_Sanity runtime 3938.98 Shadows_of_Sanity writer Frox_Haria  ,Shadows_of_Sanity director Vico_Iolle Shadows_of_Sanity editing Yocuim_Ticor Shadows_of_Sanity musicComposer Wanaonta_Ismon Shadows_of_Sanity releaseDate March_4_2033 Shadows_of_Sanity runtime 3938.98 Shadows_of_Sanity writer Frox_Haria ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
86,Dead_Air artist Aderon_Feenon Dead_Air followedBy Flisdle Dead_Air precededBy Womdrice Dead_Air producer Aderon_Feenon Dead_Air runtime 4954.29 Dead_Air type Jazzalicious_Disc  ,Dead_Air artist Aderon_Feenon Dead_Air followedBy Flisdle Dead_Air precededBy Womdrice Dead_Air producer Aderon_Feenon Dead_Air runtime 4954.29 Dead_Air type Jazzalicious_Disc ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
87,Thrall-goad category Dextee_Clocktower Thrall-goad country Vlandon Thrall-goad established 12237 Mortioni_County hasToItsNorth Latren_County Thrall-goad location Mortioni_County  ,Thrall-goad category Dextee_Clocktower Thrall-goad country Vlandon Thrall-goad established 12237 Mortioni_County hasToItsNorth Latren_County Thrall-goad location Mortioni_County ,,(X (X) (X) (X) (X (X))),mixed,1,5
88,Gondwail_Merchants champions Davidfield_United Gondwail_Merchants country Yaxurris Muldore_Athletic fullName Mabencon_United Muldore_Athletic ground Melody_Coliseum Muldore_Athletic league Gondwail_Merchants Melody_Coliseum location Parjandas Muldore_Athletic season 2630  ,Gondwail_Merchants champions Davidfield_United Gondwail_Merchants country Yaxurris Muldore_Athletic fullName Mabencon_United Muldore_Athletic ground Melody_Coliseum Muldore_Athletic league Gondwail_Merchants Melody_Coliseum location Parjandas Muldore_Athletic season 2630 ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,1,7
89,Warkill_Flightway operatingOrganisation Rogon_Services Warkill_Flightway runwayLength 3421.19  ,Warkill_Flightway operatingOrganisation Rogon_Services Warkill_Flightway runwayLength 3421.19 ,,(X (X) (X)),sibling,1,2
90,Coccallan leaderTitle Baba_Anate Coccallan populationDensity 2399.94 Coccallan populationMetro 3703.98 Coccallan timeZone UTC+06:13  ,Coccallan leaderTitle Baba_Anate Coccallan populationDensity 2399.94 Coccallan populationMetro 3703.98 Coccallan timeZone UTC+06:13 ,,(X (X) (X) (X) (X)),sibling,1,4
