id,triples,data_unit,actual,shape,shape_type,local_size,size
10,Isabella_I_Queen_of_Armenia AcademicDegree doctor_rerum_naturalium Isabella_I_Queen_of_Armenia CauseOfDeath died_of_wounds Isabella_I_Queen_of_Armenia DateOfBirth 1194 Isabella_I_Queen_of_Armenia PlaceOfBirth Galdo Isabella_I_Queen_of_Armenia PositionHeld deputy_of_Chile  ,Isabella_I_Queen_of_Armenia AcademicDegree doctor_rerum_naturalium Isabella_I_Queen_of_Armenia CauseOfDeath died_of_wounds Isabella_I_Queen_of_Armenia DateOfBirth 1194 Isabella_I_Queen_of_Armenia PlaceOfBirth Galdo Isabella_I_Queen_of_Armenia PositionHeld deputy_of_Chile ,,unknown,unknown,1,5
11,Lluís_Companys Occupation film_director Lluís_Companys Occupation director  ,Lluís_Companys Occupation film_director Lluís_Companys Occupation director ,,unknown,unknown,1,2
12,Marlene_Dietrich Occupation molecular_biologist Marlene_Dietrich ParticipantIn UEFA_Euro_2008  ,Marlene_Dietrich Occupation molecular_biologist Marlene_Dietrich ParticipantIn UEFA_Euro_2008 ,,unknown,unknown,1,2
13,Leonard_Bosack PlaceOfBirth Moscow Leonard_Bosack PlaceOfDeath Vernet  ,Leonard_Bosack PlaceOfBirth Moscow Leonard_Bosack PlaceOfDeath Vernet ,,unknown,unknown,1,2
14,Jelena_Djokovic AcademicDegree primary_education Jelena_Djokovic FieldOfWork organic_chemistry Jelena_Djokovic NotableWork prose Jelena_Djokovic Occupation linguist Jelena_Djokovic Relative Cesare_Pavese Jelena_Djokovic StudentOf Tim_Berners-Lee Jelena_Djokovic WritingLanguage German  ,Jelena_Djokovic AcademicDegree primary_education Jelena_Djokovic FieldOfWork organic_chemistry Jelena_Djokovic NotableWork prose Jelena_Djokovic Occupation linguist Jelena_Djokovic Relative Cesare_Pavese Jelena_Djokovic StudentOf Tim_Berners-Lee Jelena_Djokovic WritingLanguage German ,,unknown,unknown,1,7
15,Mathias_Haydn DateOfDeath 1985-07-28 Mathias_Haydn ParticipantIn 2008_Summer_Olympics Mathias_Haydn Sport pair_skating  ,Mathias_Haydn DateOfDeath 1985-07-28 Mathias_Haydn ParticipantIn 2008_Summer_Olympics Mathias_Haydn Sport pair_skating ,,unknown,unknown,1,3
16,Johannes_Franz_Richard_Adenauer HasFather Vespasian Johannes_Franz_Richard_Adenauer Mass 71.0_kilogram Johannes_Franz_Richard_Adenauer Occupation HIV/AIDS_activist Johannes_Franz_Richard_Adenauer ParticipantIn 2003_UCI_Road_World_Cup Johannes_Franz_Richard_Adenauer ReligionOrWorldview atheism Johannes_Franz_Richard_Adenauer Sport athletics Johannes_Franz_Richard_Adenauer UnmarriedPartner Corax_of_Syracuse  ,Johannes_Franz_Richard_Adenauer HasFather Vespasian Johannes_Franz_Richard_Adenauer Mass 71.0_kilogram Johannes_Franz_Richard_Adenauer Occupation HIV/AIDS_activist Johannes_Franz_Richard_Adenauer ParticipantIn 2003_UCI_Road_World_Cup Johannes_Franz_Richard_Adenauer ReligionOrWorldview atheism Johannes_Franz_Richard_Adenauer Sport athletics Johannes_Franz_Richard_Adenauer UnmarriedPartner Corax_of_Syracuse ,,unknown,unknown,1,7
17,Rigord HasChild Lolo_Soetoro Rigord Occupation essayist Rigord PlaceOfBirth Moscow Rigord PlaceOfBurial Cimetière_de_l'avenue_Pierre-Grenier Rigord Spouse Marguerite_Toucas-Massillon  ,Rigord HasChild Lolo_Soetoro Rigord Occupation essayist Rigord PlaceOfBirth Moscow Rigord PlaceOfBurial Cimetière_de_l'avenue_Pierre-Grenier Rigord Spouse Marguerite_Toucas-Massillon ,,unknown,unknown,1,5
18,Deborah_Estrin EndOfWorkPeriod 1960 Deborah_Estrin HasChild Aimeric_de_Peguilhan Deborah_Estrin NotableWork novel Deborah_Estrin NumberOfChildren 3 Deborah_Estrin Occupation poet Deborah_Estrin PlaceOfDeath Malko_Tarnovo  ,Deborah_Estrin EndOfWorkPeriod 1960 Deborah_Estrin HasChild Aimeric_de_Peguilhan Deborah_Estrin NotableWork novel Deborah_Estrin NumberOfChildren 3 Deborah_Estrin Occupation poet Deborah_Estrin PlaceOfDeath Malko_Tarnovo ,,unknown,unknown,1,6
19,Emperor_Duzong_of_Song Employer University_of_Ljubljana Emperor_Duzong_of_Song FieldOfWork theory_of_Portuguese_discovery_of_Australia Emperor_Duzong_of_Song HasWorksInTheCollectionOf Fogg_Museum Emperor_Duzong_of_Song NativeLanguage English Emperor_Duzong_of_Song PlaceOfDeath Rotterdam Emperor_Duzong_of_Song PresentInWork Kindred_of_the_East  ,Emperor_Duzong_of_Song Employer University_of_Ljubljana Emperor_Duzong_of_Song FieldOfWork theory_of_Portuguese_discovery_of_Australia Emperor_Duzong_of_Song HasWorksInTheCollectionOf Fogg_Museum Emperor_Duzong_of_Song NativeLanguage English Emperor_Duzong_of_Song PlaceOfDeath Rotterdam Emperor_Duzong_of_Song PresentInWork Kindred_of_the_East ,,unknown,unknown,1,6
20,Antonio_Vivaldi EndOfWorkPeriod 1741 Antonio_Vivaldi Occupation sprinter Antonio_Vivaldi ParticipantIn UEFA_Euro_2000 Antonio_Vivaldi PlaceOfBirth Guinkirchen  ,Antonio_Vivaldi EndOfWorkPeriod 1741 Antonio_Vivaldi Occupation sprinter Antonio_Vivaldi ParticipantIn UEFA_Euro_2000 Antonio_Vivaldi PlaceOfBirth Guinkirchen ,,unknown,unknown,1,4
21,Emperor_An_of_Jin Genre rock_music Emperor_An_of_Jin HasChild Randy_Jackson Emperor_An_of_Jin Instrument seven-string_guitar Emperor_An_of_Jin Occupation television_actor Emperor_An_of_Jin PlaceOfBirth Wadowice Emperor_An_of_Jin ReligionOrWorldview Baptists Emperor_An_of_Jin UnmarriedPartner Benedetto_Carpaccio  ,Emperor_An_of_Jin Genre rock_music Emperor_An_of_Jin HasChild Randy_Jackson Emperor_An_of_Jin Instrument seven-string_guitar Emperor_An_of_Jin Occupation television_actor Emperor_An_of_Jin PlaceOfBirth Wadowice Emperor_An_of_Jin ReligionOrWorldview Baptists Emperor_An_of_Jin UnmarriedPartner Benedetto_Carpaccio ,,unknown,unknown,1,7
22,Yann_M'Vila EndOfWorkPeriod 2017 Yann_M'Vila EthnicGroup Austrians Yann_M'Vila MannerOfDeath murder Yann_M'Vila NotableWork Home_from_Home Yann_M'Vila Occupation autobiographer Yann_M'Vila PlaceOfBirth Minato-ku  ,Yann_M'Vila EndOfWorkPeriod 2017 Yann_M'Vila EthnicGroup Austrians Yann_M'Vila MannerOfDeath murder Yann_M'Vila NotableWork Home_from_Home Yann_M'Vila Occupation autobiographer Yann_M'Vila PlaceOfBirth Minato-ku ,,unknown,unknown,1,6
23,Laura_Bush DateOfBirth 1946 Laura_Bush Occupation politician Laura_Bush ReligionOrWorldview Catholicism  ,Laura_Bush DateOfBirth 1946 Laura_Bush Occupation politician Laura_Bush ReligionOrWorldview Catholicism ,,unknown,unknown,1,3
24,Germanicus DateOfBirth 1821-04-09 Germanicus NativeLanguage Bengali Germanicus Occupation television_actor Germanicus PlaceOfBirth Alanya Germanicus WritingLanguage Bengali  ,Germanicus DateOfBirth 1821-04-09 Germanicus NativeLanguage Bengali Germanicus Occupation television_actor Germanicus PlaceOfBirth Alanya Germanicus WritingLanguage Bengali ,,unknown,unknown,1,5
25,Carl_Friedrich_Gauss Occupation botanical_illustrator Carl_Friedrich_Gauss ParticipantIn 2018_FIFA_World_Cup Carl_Friedrich_Gauss Sport American_football  ,Carl_Friedrich_Gauss Occupation botanical_illustrator Carl_Friedrich_Gauss ParticipantIn 2018_FIFA_World_Cup Carl_Friedrich_Gauss Sport American_football ,,unknown,unknown,1,3
26,Greta_Garbo HasChild Nicola_Pellow Greta_Garbo PlaceOfBurial Ljubljana Greta_Garbo PositionHeld Emperor_of_Brazil Greta_Garbo Sibling Anna_Maria_Cossiga  ,Greta_Garbo HasChild Nicola_Pellow Greta_Garbo PlaceOfBurial Ljubljana Greta_Garbo PositionHeld Emperor_of_Brazil Greta_Garbo Sibling Anna_Maria_Cossiga ,,unknown,unknown,1,4
27,Emperor_Shizong_of_Jin DateOfDeath 1836-02-10 Emperor_Shizong_of_Jin HasChild Barbara Emperor_Shizong_of_Jin HasFather Ibn_Battuta Emperor_Shizong_of_Jin MilitaryRank maresciallo_dell'aria Emperor_Shizong_of_Jin PlaceOfBirth Jesenice Emperor_Shizong_of_Jin Spouse Ludwig_Heuss  ,Emperor_Shizong_of_Jin DateOfDeath 1836-02-10 Emperor_Shizong_of_Jin HasChild Barbara Emperor_Shizong_of_Jin HasFather Ibn_Battuta Emperor_Shizong_of_Jin MilitaryRank maresciallo_dell'aria Emperor_Shizong_of_Jin PlaceOfBirth Jesenice Emperor_Shizong_of_Jin Spouse Ludwig_Heuss ,,unknown,unknown,1,6
28,Xia_Ji DateOfBirth 1706-12-17 Xia_Ji Employer Catholic_University_of_Eichstätt-Ingolstadt Xia_Ji ReligionOrWorldview humanism  ,Xia_Ji DateOfBirth 1706-12-17 Xia_Ji Employer Catholic_University_of_Eichstätt-Ingolstadt Xia_Ji ReligionOrWorldview humanism ,,unknown,unknown,1,3
29,Antonín_Dvořák DateOfDeath 1805-04-02 Antonín_Dvořák PlaceOfBirth Paris Antonín_Dvořák WorkLocation Haarlem  ,Antonín_Dvořák DateOfDeath 1805-04-02 Antonín_Dvořák PlaceOfBirth Paris Antonín_Dvořák WorkLocation Haarlem ,,unknown,unknown,1,3
30,Areski_Belkacem DateOfBirth 1898-09-19 Areski_Belkacem DateOfDeath 1930-04-03 Areski_Belkacem HasChild Dorothea_Grimm Areski_Belkacem Occupation lawyer Areski_Belkacem PositionHeld deputy_of_Chile Areski_Belkacem ReligionOrWorldview Anglicanism  ,Areski_Belkacem DateOfBirth 1898-09-19 Areski_Belkacem DateOfDeath 1930-04-03 Areski_Belkacem HasChild Dorothea_Grimm Areski_Belkacem Occupation lawyer Areski_Belkacem PositionHeld deputy_of_Chile Areski_Belkacem ReligionOrWorldview Anglicanism ,,unknown,unknown,1,6
31,Elena_Lashmanova DateOfBirth 1985 Elena_Lashmanova Occupation ambassador Elena_Lashmanova WritingLanguage Latin  ,Elena_Lashmanova DateOfBirth 1985 Elena_Lashmanova Occupation ambassador Elena_Lashmanova WritingLanguage Latin ,,unknown,unknown,1,3
32,Augustus HasChild Benedict_XV Augustus HasFather Sébastien_Squillaci Augustus HasMother Tom_Fahn Augustus Spouse Ricardo_Lagos Augustus Spouse Giovanni_Gronchi  ,Augustus HasChild Benedict_XV Augustus HasFather Sébastien_Squillaci Augustus HasMother Tom_Fahn Augustus Spouse Ricardo_Lagos Augustus Spouse Giovanni_Gronchi ,,unknown,unknown,1,5
33,Stefen_Fangmeier DateOfDeath 1976-08-14 Stefen_Fangmeier PositionHeld Governor_of_Arkansas Stefen_Fangmeier ReligionOrWorldview atheism Stefen_Fangmeier WritingLanguage Dutch  ,Stefen_Fangmeier DateOfDeath 1976-08-14 Stefen_Fangmeier PositionHeld Governor_of_Arkansas Stefen_Fangmeier ReligionOrWorldview atheism Stefen_Fangmeier WritingLanguage Dutch ,,unknown,unknown,1,4
34,Christine_Ohuruogu Genre baroque_pop Christine_Ohuruogu HasFather Bruno_of_Cologne Christine_Ohuruogu Instrument voice Christine_Ohuruogu Occupation musician Christine_Ohuruogu OwnerOf Keystone_Studios Christine_Ohuruogu ReligionOrWorldview Judaism Christine_Ohuruogu Sibling Ochi_Etsujin  ,Christine_Ohuruogu Genre baroque_pop Christine_Ohuruogu HasFather Bruno_of_Cologne Christine_Ohuruogu Instrument voice Christine_Ohuruogu Occupation musician Christine_Ohuruogu OwnerOf Keystone_Studios Christine_Ohuruogu ReligionOrWorldview Judaism Christine_Ohuruogu Sibling Ochi_Etsujin ,,unknown,unknown,1,7
35,Walter_Kohl FieldOfWork molecular_biology Walter_Kohl Occupation Secretary_of_Foreign_Affairs_of_Mexico Walter_Kohl PlaceOfBirth Chang'an  ,Walter_Kohl FieldOfWork molecular_biology Walter_Kohl Occupation Secretary_of_Foreign_Affairs_of_Mexico Walter_Kohl PlaceOfBirth Chang'an ,,unknown,unknown,1,3
36,Angela_Merkel DateOfDeath 1749-09-10 Angela_Merkel MannerOfDeath extra-judicial_killing Angela_Merkel Occupation Chilean_Minister_of_Finance Angela_Merkel PlaceOfBirth Moscow  ,Angela_Merkel DateOfDeath 1749-09-10 Angela_Merkel MannerOfDeath extra-judicial_killing Angela_Merkel Occupation Chilean_Minister_of_Finance Angela_Merkel PlaceOfBirth Moscow ,,unknown,unknown,1,4
37,Abou_Diaby PlaceOfBirth Celorico_de_Basto Abou_Diaby PlaceOfDeath Sydney  ,Abou_Diaby PlaceOfBirth Celorico_de_Basto Abou_Diaby PlaceOfDeath Sydney ,,unknown,unknown,1,2
38,Publius_Flavius_Vegetius_Renatus DateOfBirth 1953-05-15 Publius_Flavius_Vegetius_Renatus HasChild Maecia_Faustina John_Romita_Sr. HasMother Raffaellino_del_Garbo Publius_Flavius_Vegetius_Renatus Occupation baronet Publius_Flavius_Vegetius_Renatus Sibling Fra_Bartolomeo Publius_Flavius_Vegetius_Renatus Spouse Raffaellino_del_Garbo  ,Publius_Flavius_Vegetius_Renatus DateOfBirth 1953-05-15 Publius_Flavius_Vegetius_Renatus HasChild Maecia_Faustina John_Romita_Sr. HasMother Raffaellino_del_Garbo Publius_Flavius_Vegetius_Renatus Occupation baronet Publius_Flavius_Vegetius_Renatus Sibling Fra_Bartolomeo Publius_Flavius_Vegetius_Renatus Spouse Raffaellino_del_Garbo ,,unknown,unknown,1,6
39,John_Romita_Jr. Employer University_of_Chicago John_Romita_Jr. ParticipantIn athletics_at_the_2004_Summer_Olympics_–_women's_javelin_throw John_Romita_Jr. PlaceOfBirth Springfield  ,John_Romita_Jr. Employer University_of_Chicago John_Romita_Jr. ParticipantIn athletics_at_the_2004_Summer_Olympics_–_women's_javelin_throw John_Romita_Jr. PlaceOfBirth Springfield ,,unknown,unknown,1,3
40,Emilie_Kraus_von_Wolfsberg Genre English_Renaissance_theatre Emilie_Kraus_von_Wolfsberg HasChild Mette_Frederiksen Emilie_Kraus_von_Wolfsberg HasFather Ludwig_Erhard Emilie_Kraus_von_Wolfsberg NativeLanguage English Emilie_Kraus_von_Wolfsberg NotableWork The_Tempest Emilie_Kraus_von_Wolfsberg Occupation writer Emilie_Kraus_von_Wolfsberg PlaceOfBirth Chester  ,Emilie_Kraus_von_Wolfsberg Genre English_Renaissance_theatre Emilie_Kraus_von_Wolfsberg HasChild Mette_Frederiksen Emilie_Kraus_von_Wolfsberg HasFather Ludwig_Erhard Emilie_Kraus_von_Wolfsberg NativeLanguage English Emilie_Kraus_von_Wolfsberg NotableWork The_Tempest Emilie_Kraus_von_Wolfsberg Occupation writer Emilie_Kraus_von_Wolfsberg PlaceOfBirth Chester ,,unknown,unknown,1,7
41,William_Shakespeare NominatedFor Grammy_Award_for_Best_Pop_Vocal_Album William_Shakespeare Occupation role-playing_game_designer William_Shakespeare PlaceOfBirth Shawsville William_Shakespeare ReligionOrWorldview Catholic_Church William_Shakespeare UnmarriedPartner Jean_Gabin  ,William_Shakespeare NominatedFor Grammy_Award_for_Best_Pop_Vocal_Album William_Shakespeare Occupation role-playing_game_designer William_Shakespeare PlaceOfBirth Shawsville William_Shakespeare ReligionOrWorldview Catholic_Church William_Shakespeare UnmarriedPartner Jean_Gabin ,,unknown,unknown,1,5
42,Aimeric_de_Peguilhan DateOfDeath 1926-02-02 Aimeric_de_Peguilhan FieldOfWork electrochemistry Aimeric_de_Peguilhan HasFather Laodice Aimeric_de_Peguilhan NominatedFor Carl_Duisberg_Memorial_Award Aimeric_de_Peguilhan Sibling Eric_Hernandez Aimeric_de_Peguilhan WorkLocation Leicester  ,Aimeric_de_Peguilhan DateOfDeath 1926-02-02 Aimeric_de_Peguilhan FieldOfWork electrochemistry Aimeric_de_Peguilhan HasFather Laodice Aimeric_de_Peguilhan NominatedFor Carl_Duisberg_Memorial_Award Aimeric_de_Peguilhan Sibling Eric_Hernandez Aimeric_de_Peguilhan WorkLocation Leicester ,,unknown,unknown,1,6
43,Priscah_Jeptoo EndOfWorkPeriod 2013 Priscah_Jeptoo Mass 76.0_kilogram Priscah_Jeptoo ParticipantIn 2018–19_EFL_Cup  ,Priscah_Jeptoo EndOfWorkPeriod 2013 Priscah_Jeptoo Mass 76.0_kilogram Priscah_Jeptoo ParticipantIn 2018–19_EFL_Cup ,,unknown,unknown,1,3
44,Simon_Flexner DateOfBirth 1875-02-22 Simon_Flexner FieldOfWork police_accountability Simon_Flexner MilitaryRank vice_admiral Simon_Flexner NativeLanguage Italian Simon_Flexner Occupation long-distance_runner Simon_Flexner PlaceOfBirth Florence Simon_Flexner PositionHeld President_of_Egypt  ,Simon_Flexner DateOfBirth 1875-02-22 Simon_Flexner FieldOfWork police_accountability Simon_Flexner MilitaryRank vice_admiral Simon_Flexner NativeLanguage Italian Simon_Flexner Occupation long-distance_runner Simon_Flexner PlaceOfBirth Florence Simon_Flexner PositionHeld President_of_Egypt ,,unknown,unknown,1,7
45,Nicolaus_Copernicus FieldOfWork Grand_Theatre_Poznań Nicolaus_Copernicus Occupation puppeteer Nicolaus_Copernicus PlaceOfBirth Toulouse  ,Nicolaus_Copernicus FieldOfWork Grand_Theatre_Poznań Nicolaus_Copernicus Occupation puppeteer Nicolaus_Copernicus PlaceOfBirth Toulouse ,,unknown,unknown,1,3
46,Ping_Fu HasChild Emperor_Shengzong_of_Liao Kathleen_C._Taylor HasFather Ping_Fu Ping_Fu PlaceOfBirth Shufu_County Abraham_Lincoln Spouse Ping_Fu  ,Ping_Fu HasChild Emperor_Shengzong_of_Liao Kathleen_C._Taylor HasFather Ping_Fu Ping_Fu PlaceOfBirth Shufu_County Abraham_Lincoln Spouse Ping_Fu ,,unknown,unknown,1,4
47,Marcus_Vipsanius_Agrippa Occupation politician Marcus_Vipsanius_Agrippa PlaceOfBirth Acebedo  ,Marcus_Vipsanius_Agrippa Occupation politician Marcus_Vipsanius_Agrippa PlaceOfBirth Acebedo ,,unknown,unknown,1,2
48,Robert_de_Boron HasChild G._Scott_Romney Nicolas_Anelka HasFather Karl_Sims Nicolas_Anelka HasMother Robert_de_Boron Nicolas_Anelka PlaceOfBirth Montjuïc_Castle Nicolas_Anelka PlaceOfDeath Burghley_House Robert_de_Boron Spouse Karl_Sims  ,Robert_de_Boron HasChild G._Scott_Romney Nicolas_Anelka HasFather Karl_Sims Nicolas_Anelka HasMother Robert_de_Boron Nicolas_Anelka PlaceOfBirth Montjuïc_Castle Nicolas_Anelka PlaceOfDeath Burghley_House Robert_de_Boron Spouse Karl_Sims ,,unknown,unknown,1,6
49,Zach_Gilford ParticipantIn World_Eskimo_Indian_Olympics Emperor_Ai_of_Jin PlaceOfBirth Lakeview Emperor_Ai_of_Jin Sport association_football Emperor_Ai_of_Jin Spouse Zach_Gilford  ,Zach_Gilford ParticipantIn World_Eskimo_Indian_Olympics Emperor_Ai_of_Jin PlaceOfBirth Lakeview Emperor_Ai_of_Jin Sport association_football Emperor_Ai_of_Jin Spouse Zach_Gilford ,,unknown,unknown,1,4
50,Neil_Bush Employer Tippett_Studio Neil_Bush FieldOfWork The_City_on_the_Edge_of_Forever Neil_Bush MannerOfDeath homicide Neil_Bush NotableWork Nothing_like_the_Holidays Neil_Bush Occupation Simon_Nunn Neil_Bush PlaceOfBurial Butovo_firing_range Neil_Bush Spouse Emperor_Huizong_of_Western_Xia  ,Neil_Bush Employer Tippett_Studio Neil_Bush FieldOfWork The_City_on_the_Edge_of_Forever Neil_Bush MannerOfDeath homicide Neil_Bush NotableWork Nothing_like_the_Holidays Neil_Bush Occupation Simon_Nunn Neil_Bush PlaceOfBurial Butovo_firing_range Neil_Bush Spouse Emperor_Huizong_of_Western_Xia ,,unknown,unknown,1,7
51,Molière HasFather Georges-Édouard_Jeanneret Molière HasMother Abdalaati_Iguider Molière Occupation translator Molière PlaceOfBirth United_States_of_America Abdalaati_Iguider Spouse Georges-Édouard_Jeanneret  ,Molière HasFather Georges-Édouard_Jeanneret Molière HasMother Abdalaati_Iguider Molière Occupation translator Molière PlaceOfBirth United_States_of_America Abdalaati_Iguider Spouse Georges-Édouard_Jeanneret ,,unknown,unknown,1,5
52,Kathleen_Lonsdale Occupation novelist Kathleen_Lonsdale PlaceOfDeath Guinkirchen  ,Kathleen_Lonsdale Occupation novelist Kathleen_Lonsdale PlaceOfDeath Guinkirchen ,,unknown,unknown,1,2
53,Ada_Lovelace DateOfBirth 1982-02-10 Ada_Lovelace Mass 64.0_kilogram Yelü_Zhimo ParticipantIn athletics_at_the_2012_Summer_Olympics Yelü_Zhimo Sport table_tennis Yelü_Zhimo Spouse Ada_Lovelace  ,Ada_Lovelace DateOfBirth 1982-02-10 Ada_Lovelace Mass 64.0_kilogram Yelü_Zhimo ParticipantIn athletics_at_the_2012_Summer_Olympics Yelü_Zhimo Sport table_tennis Yelü_Zhimo Spouse Ada_Lovelace ,,unknown,unknown,1,5
54,Zheng_He EthnicGroup Italian_Americans Zheng_He PlaceOfBurial Akwesasne_15 Zheng_He PlaceOfDeath Akwesasne_15  ,Zheng_He EthnicGroup Italian_Americans Zheng_He PlaceOfBurial Akwesasne_15 Zheng_He PlaceOfDeath Akwesasne_15 ,,unknown,unknown,1,3
55,Elizabeth_Smith-Stanley_Countess_of_Derby Occupation poet Marlene_Dietrich PlaceOfBirth Bormio Javier_Pérez_de_Cuéllar PlaceOfDeath Bormio Elizabeth_Smith-Stanley_Countess_of_Derby StudentOf Javier_Pérez_de_Cuéllar  ,Elizabeth_Smith-Stanley_Countess_of_Derby Occupation poet Marlene_Dietrich PlaceOfBirth Bormio Javier_Pérez_de_Cuéllar PlaceOfDeath Bormio Elizabeth_Smith-Stanley_Countess_of_Derby StudentOf Javier_Pérez_de_Cuéllar ,,unknown,unknown,1,4
56,Laurent_Koscielny DateOfDeath 1997-11-24 Laurent_Koscielny Employer Königin-Olga-Stift Laurent_Koscielny Occupation actor Laurent_Koscielny PlaceOfBirth Allentown  ,Laurent_Koscielny DateOfDeath 1997-11-24 Laurent_Koscielny Employer Königin-Olga-Stift Laurent_Koscielny Occupation actor Laurent_Koscielny PlaceOfBirth Allentown ,,unknown,unknown,1,4
57,Consort_Feng_Yuan DateOfBirth Unknown Consort_Feng_Yuan HasChild Qí_guó_fūrén  ,Consort_Feng_Yuan DateOfBirth Unknown Consort_Feng_Yuan HasChild Qí_guó_fūrén ,,unknown,unknown,1,2
